intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
3173000,0.08032098015390847,0.6193636541089206,0.08032098015390847,0.07838535818549293,2.2001260636621494,2.0,2.663140327489325,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_020091465.1 Phocaeicola vulgatus strain=BFG-191, ASM2009146v1",cfcaa7d93ee12c43b81dc72fd8321792,0.6193636541089206,3173000,0,36331000,fastq_host_removed/Toti_MySeq_20220201_Z4_S16_L001_unmapped.fastq,Toti_MySeq_20220201_Z4_S16_L001_unmapped.fastq,baa485bc,39504000,31,DNA,1000,39504,True,0.9218747146074912,0.9846651594598529,0.953269937033672,0.9846651594598529,False,6981,6981,89060
2543000,0.06437322802754152,0.7969288624255719,0.06437322802754152,0.12766674152256904,4.471097129374754,4.0,2.724008522345492,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_002865435.1 [Ruminococcus] gnavus strain=RJX1119, ASM286543v1",f038cfa3b87806eba6bcf358e6eb544e,0.7969288624255719,2543000,1,33788000,fastq_host_removed/Toti_MySeq_20220201_Z4_S16_L001_unmapped.fastq,Toti_MySeq_20220201_Z4_S16_L001_unmapped.fastq,baa485bc,39504000,31,DNA,1000,39504,True,0.9153161776326174,0.9927044888113893,0.9540103332220033,0.9927044888113893,False,11370,18351,89060
2034000,0.05148845686512758,0.6734421859380206,0.05115937626569461,0.0735346957107568,3.240475012370114,3.0,3.767955800876884,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_000156675.1 Blautia hansenii DSM 20583 strain=DSM 20583, ASM15667v1",e0b662fff30e6c5720c709ba019a492d,0.6777740753082306,2021000,2,31767000,fastq_host_removed/Toti_MySeq_20220201_Z4_S16_L001_unmapped.fastq,Toti_MySeq_20220201_Z4_S16_L001_unmapped.fastq,baa485bc,39504000,31,DNA,1000,39504,True,0.9087454597553447,0.9875318865578985,0.9481386731566216,0.9875318865578985,False,6549,24900,89060
1818000,0.04602065613608748,0.6371024734982332,0.04564094775212637,0.054053447114304966,2.669994453688297,2.0,2.400388984462767,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_018374235.1 Firmicutes bacterium, ASM1837423v1",9462195372eced9fcd0cfe13452b6958,0.6424028268551236,1803000,3,29964000,fastq_host_removed/Toti_MySeq_20220201_Z4_S16_L001_unmapped.fastq,Toti_MySeq_20220201_Z4_S16_L001_unmapped.fastq,baa485bc,39504000,31,DNA,1000,39504,True,0.9054603666817211,0.9858259367435463,0.9456431517126338,0.9858259367435463,False,4814,29714,89060
1646000,0.041666666666666664,0.603974972396025,0.041540097205346294,0.04409386930159443,2.393053016453382,2.0,1.343383996967165,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_902461135.1 uncultured Clostridiaceae bacterium, UHGG-TPA_MGYG-HGUT-00312",70cb2f2f2c506b169ba2b7abaccc25a1,0.6058152373941847,1641000,4,28323000,fastq_host_removed/Toti_MySeq_20220201_Z4_S16_L001_unmapped.fastq,Toti_MySeq_20220201_Z4_S16_L001_unmapped.fastq,baa485bc,39504000,31,DNA,1000,39504,True,0.9025620248914581,0.9839628820501178,0.943262453470788,0.9839628820501178,False,3927,33641,89060
1497000,0.03789489671931956,0.587666820064427,0.03232584042122317,0.08210195373905232,5.725920125293657,6.0,2.639984107450322,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_900556555.1 uncultured Blautia sp., UMGS1944",a719d9a18057aa7bd27c9f5f23ee7ce4,0.6889093419236079,1277000,5,27046000,fastq_host_removed/Toti_MySeq_20220201_Z4_S16_L001_unmapped.fastq,Toti_MySeq_20220201_Z4_S16_L001_unmapped.fastq,baa485bc,39504000,31,DNA,1000,39504,True,0.8998036808473024,0.9880511358186391,0.9439274083329707,0.9880511358186391,False,7312,40953,89060
1249000,0.03161705143782908,0.5312232677502139,0.03143985419198056,0.027790253761509096,1.9927536231884058,2.0,1.1501364417444477,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_900540455.1 uncultured Faecalibacterium sp., UMGS253",51287ebe69151b58fddffedffa783845,0.5342172797262618,1242000,6,25804000,fastq_host_removed/Toti_MySeq_20220201_Z4_S16_L001_unmapped.fastq,Toti_MySeq_20220201_Z4_S16_L001_unmapped.fastq,baa485bc,39504000,31,DNA,1000,39504,True,0.8945618367747643,0.9799788605195483,0.9372703486471563,0.9799788605195483,False,2475,43428,89060
1116000,0.028250303766707167,0.4727659574468085,0.028123734305386797,0.018021558499887715,1.4446444644464447,1.0,0.7139762232118391,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_018364575.1 Clostridiales bacterium, ASM1836457v1",91f7818e98adbaee5ded1d3f81466d0e,0.4748936170212766,1111000,7,24693000,fastq_host_removed/Toti_MySeq_20220201_Z4_S16_L001_unmapped.fastq,Toti_MySeq_20220201_Z4_S16_L001_unmapped.fastq,baa485bc,39504000,31,DNA,1000,39504,True,0.8913186707616957,0.9762647839531391,0.9337917273574174,0.9762647839531391,False,1605,45033,89060
872000,0.022073714054272987,0.35418359057676685,0.022073714054272987,0.02371434987648776,2.4220183486238533,2.0,1.4481470475138085,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_902501515.1 Collinsella intestinalis, DSM13635",dd6db8872cd9b91694f4f50110667198,0.35418359057676685,872000,8,23821000,fastq_host_removed/Toti_MySeq_20220201_Z4_S16_L001_unmapped.fastq,Toti_MySeq_20220201_Z4_S16_L001_unmapped.fastq,baa485bc,39504000,31,DNA,1000,39504,True,0.8842531716141053,0.967072384423286,0.9256627780186957,0.967072384423286,False,2112,47145,89060
817000,0.020681449979748887,0.24454828660436137,0.0198714054272985,0.011318212441050976,1.284076433121019,1.0,0.6936022056162199,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_017850355.1 Firmicutes bacterium, ASM1785035v1",cbf42449e7127ede27d9af5f3ebc5bb8,0.2545171339563863,785000,9,23036000,fastq_host_removed/Toti_MySeq_20220201_Z4_S16_L001_unmapped.fastq,Toti_MySeq_20220201_Z4_S16_L001_unmapped.fastq,baa485bc,39504000,31,DNA,1000,39504,True,0.8823967557799083,0.9568185388924118,0.9196076473361601,0.9568185388924118,False,1008,48153,89060
