read_id	length	mean_Q
ERR14251003.1	1643	36.3001
ERR14251003.2	1635	39.1346
ERR14251003.3	1574	36.0801
ERR14251003.4	1636	38.0012
ERR14251003.5	1631	39.5923
ERR14251003.6	1630	35.7092
ERR14251003.7	1638	38.3663
ERR14251003.8	1632	34.1250
ERR14251003.9	1623	35.5983
ERR14251003.10	1639	37.5558
ERR14251003.11	1627	37.3596
ERR14251003.12	1581	38.6553
ERR14251003.13	1651	38.3271
ERR14251003.14	1583	26.9400
ERR14251003.15	1623	25.9390
ERR14251003.16	1638	39.0733
ERR14251003.17	1628	27.8673
ERR14251003.18	1609	31.8428
ERR14251003.19	1631	33.0386
ERR14251003.20	1575	37.2978
ERR14251003.21	1580	40.2513
ERR14251003.22	1638	37.5324
ERR14251003.23	1619	36.7585
ERR14251003.24	1628	36.7181
ERR14251003.25	1646	36.7315
ERR14251003.26	1652	35.2173
ERR14251003.27	648	35.7469
ERR14251003.28	1630	37.2245
ERR14251003.29	1648	38.0382
ERR14251003.30	806	37.4553
ERR14251003.31	1626	35.0756
ERR14251003.32	1587	29.1197
ERR14251003.33	1637	26.6506
ERR14251003.34	1624	29.6004
ERR14251003.35	3091	28.2850
ERR14251003.36	1634	33.0673
ERR14251003.37	1639	34.4686
ERR14251003.38	1647	37.5124
ERR14251003.39	759	22.7049
ERR14251003.40	1634	30.3550
ERR14251003.41	1636	34.1828
ERR14251003.42	1637	36.9560
ERR14251003.43	831	35.8917
ERR14251003.44	1623	30.7942
ERR14251003.45	1639	37.0195
ERR14251003.46	1576	33.6599
ERR14251003.47	1635	29.8055
ERR14251003.48	1634	35.3225
ERR14251003.49	1633	38.1225
ERR14251003.50	1661	39.7014
ERR14251003.51	1632	37.5711
ERR14251003.52	1632	36.7371
ERR14251003.53	1643	36.9324
ERR14251003.54	1630	38.6871
ERR14251003.55	1649	25.1722
ERR14251003.56	1642	39.5225
ERR14251003.57	1642	37.4988
ERR14251003.58	1630	35.8117
ERR14251003.59	1548	30.1705
ERR14251003.60	670	35.2299
ERR14251003.61	1566	38.2510
ERR14251003.62	1570	36.5408
ERR14251003.63	1562	18.3790
ERR14251003.64	1634	37.9810
ERR14251003.65	1633	33.4556
ERR14251003.66	1631	36.9362
ERR14251003.67	569	37.2460
ERR14251003.68	1049	26.4604
ERR14251003.69	1633	33.8487
ERR14251003.70	1632	28.9001
ERR14251003.71	1581	36.5338
ERR14251003.72	1639	37.3258
ERR14251003.73	849	39.8799
ERR14251003.74	1637	38.7660
ERR14251003.75	1633	34.9400
ERR14251003.76	1609	30.9789
ERR14251003.77	1616	38.6925
ERR14251003.78	1634	37.6591
ERR14251003.79	1623	34.9248
ERR14251003.80	1627	34.6613
ERR14251003.81	1659	35.7191
ERR14251003.82	1641	34.9848
ERR14251003.83	943	19.3499
ERR14251003.84	1625	35.7951
ERR14251003.85	1643	38.9227
ERR14251003.86	1550	32.9013
ERR14251003.87	2946	27.2522
ERR14251003.88	1640	35.9451
ERR14251003.89	1637	35.2914
ERR14251003.90	1655	38.0405
ERR14251003.91	712	22.9087
ERR14251003.92	1663	37.5586
ERR14251003.93	1641	34.8489
ERR14251003.94	1616	32.5235
ERR14251003.95	1639	37.3368
ERR14251003.96	1572	36.4720
ERR14251003.97	1562	35.4814
ERR14251003.98	1622	35.6165
ERR14251003.99	1631	35.2054
ERR14251003.100	1635	37.7596
ERR14251003.101	1637	39.2492
ERR14251003.102	1633	35.3172
ERR14251003.103	777	18.5354
ERR14251003.104	1573	39.4882
ERR14251003.105	812	36.1773
ERR14251003.106	1639	35.7077
ERR14251003.107	1122	35.7790
ERR14251003.108	1645	38.3471
ERR14251003.109	1635	36.6673
ERR14251003.110	1630	35.8785
ERR14251003.111	1591	35.9038
ERR14251003.112	1636	35.8735
ERR14251003.113	3121	26.9132
ERR14251003.114	1624	36.5357
ERR14251003.115	1617	35.6456
ERR14251003.116	1647	33.0613
ERR14251003.117	1634	37.5343
ERR14251003.118	1614	36.8191
ERR14251003.119	1587	33.5860
ERR14251003.120	3314	36.0287
ERR14251003.121	1571	37.0006
ERR14251003.122	1638	35.2228
ERR14251003.123	1633	38.1084
ERR14251003.124	1607	36.0933
ERR14251003.125	1656	33.6570
ERR14251003.126	1633	36.4170
ERR14251003.127	1569	38.0567
ERR14251003.128	1609	33.2865
ERR14251003.129	850	38.4353
ERR14251003.130	1636	31.5471
ERR14251003.131	1068	34.6152
ERR14251003.132	1633	37.5175
ERR14251003.133	1639	33.0415
ERR14251003.134	1570	33.6134
ERR14251003.135	1423	37.3858
ERR14251003.136	1643	39.1516
ERR14251003.137	832	30.8425
ERR14251003.138	1574	35.0102
ERR14251003.139	796	35.2764
ERR14251003.140	1628	37.6271
ERR14251003.141	1638	28.5305
ERR14251003.142	1666	36.3097
ERR14251003.143	1617	28.8745
ERR14251003.144	1639	37.8755
ERR14251003.145	1641	29.4528
ERR14251003.146	1619	37.1569
ERR14251003.147	1648	36.0352
ERR14251003.148	1639	33.9292
ERR14251003.149	1638	34.8535
ERR14251003.150	874	37.7929
ERR14251003.151	1636	34.7965
ERR14251003.152	1630	31.5914
ERR14251003.153	1665	39.0997
ERR14251003.154	1630	36.8288
ERR14251003.155	1647	36.5155
ERR14251003.156	1634	33.8672
ERR14251003.157	1639	34.3228
ERR14251003.158	1639	39.1409
ERR14251003.159	1631	32.2765
ERR14251003.160	3174	37.4130
ERR14251003.161	1563	31.6488
ERR14251003.162	862	37.5162
ERR14251003.163	708	37.2020
ERR14251003.164	1637	38.7013
ERR14251003.165	1578	36.3181
