read_id	length	mean_Q
ERR14250983.1	1609	31.1429
ERR14250983.2	1600	30.6500
ERR14250983.3	1610	26.7783
ERR14250983.4	1584	33.8365
ERR14250983.5	1595	35.7185
ERR14250983.6	1613	34.4842
ERR14250983.7	389	22.5733
ERR14250983.8	1621	37.0376
ERR14250983.9	1604	29.7082
ERR14250983.10	1553	24.6336
ERR14250983.11	1601	36.9219
ERR14250983.12	1588	38.4698
ERR14250983.13	1613	38.3769
ERR14250983.14	1578	39.4214
ERR14250983.15	1576	37.2938
ERR14250983.16	1581	35.8267
ERR14250983.17	1562	34.4904
ERR14250983.18	1616	38.9734
ERR14250983.19	1587	34.7498
ERR14250983.20	1598	37.8210
ERR14250983.21	1532	38.1292
ERR14250983.22	961	38.9563
ERR14250983.23	3004	28.2364
ERR14250983.24	1601	37.5928
ERR14250983.25	1591	38.0358
ERR14250983.26	1617	34.8837
ERR14250983.27	1591	36.0446
ERR14250983.28	1620	40.9846
ERR14250983.29	1613	31.4482
ERR14250983.30	706	33.4660
ERR14250983.31	1589	37.3298
ERR14250983.32	1533	37.6556
ERR14250983.33	1550	36.5335
ERR14250983.34	1614	36.6177
ERR14250983.35	1583	25.8737
ERR14250983.36	1603	30.4816
ERR14250983.37	1614	37.5762
ERR14250983.38	1609	36.3673
ERR14250983.39	1606	32.7335
ERR14250983.40	1530	38.0327
ERR14250983.41	1622	31.9926
ERR14250983.42	1623	35.0413
ERR14250983.43	1709	36.2902
ERR14250983.44	1709	36.0568
ERR14250983.45	1565	29.6460
ERR14250983.46	1531	25.4670
ERR14250983.47	1607	35.8083
ERR14250983.48	1621	35.6798
ERR14250983.49	516	32.3488
ERR14250983.50	1587	39.2672
ERR14250983.51	741	32.2497
ERR14250983.52	1542	29.9520
ERR14250983.53	1625	33.4240
ERR14250983.54	1599	35.9637
ERR14250983.55	416	35.2812
ERR14250983.56	757	36.9062
ERR14250983.57	1561	36.3049
ERR14250983.58	1602	33.0986
ERR14250983.59	1602	35.6823
ERR14250983.60	1601	38.0812
ERR14250983.61	1605	35.4019
ERR14250983.62	1616	29.1300
ERR14250983.63	1584	39.1629
ERR14250983.64	1623	32.0068
ERR14250983.65	1605	31.6935
ERR14250983.66	1600	37.1931
ERR14250983.67	1114	23.8321
ERR14250983.68	1531	39.1254
ERR14250983.69	1597	34.3957
ERR14250983.70	1586	32.9212
ERR14250983.71	1611	36.1856
ERR14250983.72	1609	33.5550
ERR14250983.73	1613	36.0639
ERR14250983.74	1557	36.4978
ERR14250983.75	1618	36.2231
ERR14250983.76	845	34.3006
ERR14250983.77	1620	33.3488
ERR14250983.78	1612	35.6141
ERR14250983.79	1622	32.2293
ERR14250983.80	1615	34.7858
ERR14250983.81	1602	38.3702
ERR14250983.82	1603	33.2433
ERR14250983.83	1599	32.5253
ERR14250983.84	1610	35.1416
ERR14250983.85	1577	26.5834
ERR14250983.86	1572	34.9427
ERR14250983.87	1611	32.6046
ERR14250983.88	1609	37.1790
ERR14250983.89	1642	36.8179
ERR14250983.90	430	35.9814
ERR14250983.91	1585	36.6650
ERR14250983.92	1589	35.7986
ERR14250983.93	1626	36.2934
ERR14250983.94	1592	38.9768
ERR14250983.95	1620	32.6864
ERR14250983.96	1567	40.2253
ERR14250983.97	1581	37.0335
ERR14250983.98	1606	36.3618
ERR14250983.99	1594	34.4103
ERR14250983.100	1616	40.0699
ERR14250983.101	1618	39.0754
ERR14250983.102	1614	36.4331
ERR14250983.103	1549	34.6940
ERR14250983.104	1601	30.9744
ERR14250983.105	234	32.4359
ERR14250983.106	800	39.4862
ERR14250983.107	1600	37.9144
ERR14250983.108	1619	34.8567
ERR14250983.109	889	33.6535
ERR14250983.110	1622	36.8514
ERR14250983.111	1587	34.9893
ERR14250983.112	680	35.2838
ERR14250983.113	1612	33.3852
ERR14250983.114	1599	35.8211
ERR14250983.115	1615	33.9034
ERR14250983.116	1609	36.2778
ERR14250983.117	795	33.2792
ERR14250983.118	1552	37.6727
ERR14250983.119	1613	38.3472
ERR14250983.120	1586	36.9887
ERR14250983.121	1529	37.0778
ERR14250983.122	1615	28.0910
ERR14250983.123	1563	37.5483
ERR14250983.124	1529	42.3460
ERR14250983.125	1620	34.6821
ERR14250983.126	1626	32.9852
ERR14250983.127	1614	36.8637
ERR14250983.128	1555	34.5100
ERR14250983.129	396	30.4697
ERR14250983.130	1613	36.0372
ERR14250983.131	1625	34.3612
ERR14250983.132	1611	37.2346
ERR14250983.133	1533	36.9113
ERR14250983.134	1592	39.2016
ERR14250983.135	1607	35.5849
ERR14250983.136	1623	33.6895
ERR14250983.137	752	37.6237
ERR14250983.138	1608	36.1101
ERR14250983.139	1550	31.7110
ERR14250983.140	1616	28.6423
ERR14250983.141	669	34.8102
ERR14250983.142	667	31.6162
ERR14250983.143	1620	37.2068
ERR14250983.144	1714	35.0443
ERR14250983.145	3133	37.4765
ERR14250983.146	1583	31.1579
ERR14250983.147	1618	38.0352
ERR14250983.148	1606	37.5560
ERR14250983.149	1555	36.7666
ERR14250983.150	1618	35.1335
ERR14250983.151	1634	36.1934
ERR14250983.152	1615	34.6693
ERR14250983.153	1599	39.8643
ERR14250983.154	1610	36.0298
ERR14250983.155	1614	38.0204
ERR14250983.156	1614	35.6691
ERR14250983.157	685	40.4292
ERR14250983.158	1615	36.9288
ERR14250983.159	206	27.9369
ERR14250983.160	1622	34.9661
ERR14250983.161	1613	33.5034
ERR14250983.162	1617	37.7823
ERR14250983.163	1624	38.9027
ERR14250983.164	1620	33.9531
ERR14250983.165	1613	31.9051
ERR14250983.166	1615	38.6749
ERR14250983.167	1612	32.0167
ERR14250983.168	1621	31.1703
ERR14250983.169	1588	35.2544
ERR14250983.170	1585	28.4852
ERR14250983.171	1615	38.3455
ERR14250983.172	1585	32.1438
ERR14250983.173	1601	34.6846
ERR14250983.174	1594	36.0182
ERR14250983.175	1597	36.0088
ERR14250983.176	1589	38.3682
ERR14250983.177	1591	21.4324
ERR14250983.178	1596	37.4242
ERR14250983.179	1607	35.9309
ERR14250983.180	1535	35.7407
ERR14250983.181	1606	33.4963
ERR14250983.182	1613	35.8382
ERR14250983.183	1718	37.4715
ERR14250983.184	1553	37.1346
ERR14250983.185	1600	29.8056
ERR14250983.186	883	30.6580
ERR14250983.187	1618	32.7528
ERR14250983.188	1612	38.7717
ERR14250983.189	1569	25.1007
ERR14250983.190	1630	29.7362
ERR14250983.191	1611	37.3445
ERR14250983.192	1519	35.3568
ERR14250983.193	1554	36.3681
ERR14250983.194	1616	34.8911
ERR14250983.195	1615	39.2885
ERR14250983.196	1617	35.9623
ERR14250983.197	1599	36.5478
ERR14250983.198	1591	31.8957
ERR14250983.199	1610	33.0957
ERR14250983.200	1625	31.4898
ERR14250983.201	1530	15.4425
ERR14250983.202	1022	37.1477
ERR14250983.203	1611	36.4668
ERR14250983.204	1618	35.1774
ERR14250983.205	1615	36.1115
ERR14250983.206	1603	30.6893
ERR14250983.207	938	35.5299
ERR14250983.208	1611	37.3731
ERR14250983.209	3205	37.0970
ERR14250983.210	1240	40.5960
ERR14250983.211	703	26.9474
ERR14250983.212	1615	32.3251
ERR14250983.213	1610	35.0317
ERR14250983.214	1604	33.6789
ERR14250983.215	722	29.3878
ERR14250983.216	1597	37.7464
ERR14250983.217	1551	37.3127
ERR14250983.218	1336	32.5629
ERR14250983.219	1599	36.3340
ERR14250983.220	1610	29.9963
ERR14250983.221	1541	35.1369
ERR14250983.222	1618	36.5117
ERR14250983.223	1582	38.0967
ERR14250983.224	1594	34.8463
ERR14250983.225	1605	28.4399
ERR14250983.226	1613	38.8797
ERR14250983.227	1599	34.7836
ERR14250983.228	1612	32.5335
ERR14250983.229	1605	30.9944
ERR14250983.230	1617	36.9017
ERR14250983.231	1611	38.4246
ERR14250983.232	1619	33.5083
ERR14250983.233	1612	33.7519
ERR14250983.234	1619	37.2934
ERR14250983.235	1616	35.8403
ERR14250983.236	1596	36.8816
