read_id	length	mean_Q
ERR14251020.1	1025	38.3180
ERR14251020.2	1563	38.1190
ERR14251020.3	1621	35.5416
ERR14251020.4	1564	34.0102
ERR14251020.5	1629	38.4506
ERR14251020.6	1639	36.9170
ERR14251020.7	1633	39.8389
ERR14251020.8	1638	22.8761
ERR14251020.9	1629	35.6145
ERR14251020.10	1636	29.0348
ERR14251020.11	1664	36.9291
ERR14251020.12	1638	39.3681
ERR14251020.13	1633	35.1978
ERR14251020.14	1644	31.2299
ERR14251020.15	1630	34.8828
ERR14251020.16	1631	33.7707
ERR14251020.17	1615	32.3944
ERR14251020.18	1631	36.7118
ERR14251020.19	1635	36.3719
ERR14251020.20	1087	37.1389
ERR14251020.21	1635	38.3260
ERR14251020.22	1616	34.7723
ERR14251020.23	1628	35.5553
ERR14251020.24	1646	38.0261
ERR14251020.25	1643	38.0310
ERR14251020.26	1632	38.6066
ERR14251020.27	663	36.3861
ERR14251020.28	1629	31.8963
ERR14251020.29	1634	34.1665
ERR14251020.30	1634	38.4143
ERR14251020.31	1563	35.5976
ERR14251020.32	1639	38.9231
ERR14251020.33	1635	38.7321
ERR14251020.34	2563	30.9458
ERR14251020.35	1654	27.9087
ERR14251020.36	1636	36.3582
ERR14251020.37	1568	33.8973
ERR14251020.38	354	36.4633
ERR14251020.39	1665	34.3646
ERR14251020.40	1649	27.1419
ERR14251020.41	1633	36.7740
ERR14251020.42	1671	39.5721
ERR14251020.43	1626	38.4139
ERR14251020.44	1632	36.1017
ERR14251020.45	509	27.9430
ERR14251020.46	1635	38.5462
ERR14251020.47	1635	39.2031
ERR14251020.48	1636	35.4664
ERR14251020.49	1623	37.8373
ERR14251020.50	1621	31.0105
ERR14251020.51	1645	36.7842
ERR14251020.52	1625	27.5723
ERR14251020.53	1647	37.0808
ERR14251020.54	1627	36.4763
ERR14251020.55	1630	34.4325
ERR14251020.56	1665	38.0655
ERR14251020.57	1639	34.3771
ERR14251020.58	1645	38.1751
ERR14251020.59	1678	34.8230
ERR14251020.60	1626	36.7571
ERR14251020.61	1629	37.7747
ERR14251020.62	1632	39.2402
ERR14251020.63	1637	34.5290
ERR14251020.64	8181	27.8444
ERR14251020.65	661	36.2663
ERR14251020.66	1645	38.6815
ERR14251020.67	1639	37.7657
ERR14251020.68	1605	36.3121
ERR14251020.69	1666	38.4094
ERR14251020.70	1635	37.2624
ERR14251020.71	1631	36.6769
ERR14251020.72	1559	28.4343
ERR14251020.73	1623	31.0647
ERR14251020.74	785	38.1554
ERR14251020.75	1623	26.0980
ERR14251020.76	1621	38.2813
ERR14251020.77	1649	35.7550
ERR14251020.78	1631	33.4764
ERR14251020.79	860	36.1140
ERR14251020.80	1658	36.0139
ERR14251020.81	701	34.1812
ERR14251020.82	1614	35.1493
ERR14251020.83	1627	34.7523
ERR14251020.84	1663	32.9856
ERR14251020.85	1642	36.9062
ERR14251020.86	1633	39.3356
ERR14251020.87	1653	33.6600
ERR14251020.88	3144	30.5356
ERR14251020.89	1865	27.9571
ERR14251020.90	1637	37.2969
ERR14251020.91	179	28.2905
ERR14251020.92	656	30.8582
ERR14251020.93	1570	38.2522
ERR14251020.94	1639	38.7950
ERR14251020.95	1616	38.9957
ERR14251020.96	1625	37.2006
ERR14251020.97	1634	33.1909
ERR14251020.98	1637	34.0684
ERR14251020.99	1623	35.7622
ERR14251020.100	1635	37.1719
ERR14251020.101	1650	36.6018
ERR14251020.102	1655	33.1559
ERR14251020.103	1628	22.2371
ERR14251020.104	1606	36.8580
ERR14251020.105	1632	39.1881
ERR14251020.106	263	31.5171
ERR14251020.107	1570	35.5904
ERR14251020.108	1567	37.5565
ERR14251020.109	1644	36.5006
ERR14251020.110	1628	25.5178
ERR14251020.111	1628	24.8937
ERR14251020.112	1619	36.0865
ERR14251020.113	881	22.9750
ERR14251020.114	1654	34.3845
ERR14251020.115	1625	24.4529
ERR14251020.116	3069	26.7788
ERR14251020.117	661	38.6127
ERR14251020.118	1634	37.5398
ERR14251020.119	808	23.9208
ERR14251020.120	1586	38.7137
ERR14251020.121	729	36.6392
ERR14251020.122	1639	27.5003
ERR14251020.123	1576	39.0945
