read_id	length	mean_Q
ERR14365453.1	1548	37.0543
ERR14365453.2	1620	33.5525
ERR14365453.3	1613	39.7774
ERR14365453.4	1617	34.2202
ERR14365453.5	1595	35.5918
ERR14365453.6	1546	18.3538
ERR14365453.7	1610	30.9658
ERR14365453.8	1544	35.4469
ERR14365453.9	1558	37.6727
ERR14365453.10	1576	34.5755
ERR14365453.11	1611	37.5971
ERR14365453.12	1615	34.7975
ERR14365453.13	1583	37.0695
ERR14365453.14	1606	39.0423
ERR14365453.15	1612	30.0298
ERR14365453.16	1617	35.8398
ERR14365453.17	1614	31.8377
ERR14365453.18	1611	36.1620
ERR14365453.19	1611	36.2104
ERR14365453.20	1620	35.4031
ERR14365453.21	1604	23.2213
ERR14365453.22	1618	33.9351
ERR14365453.23	1605	37.8854
ERR14365453.24	1575	37.1975
ERR14365453.25	1596	38.5050
ERR14365453.26	1630	33.4834
ERR14365453.27	1547	32.2198
ERR14365453.28	1618	39.1020
ERR14365453.29	1617	38.7508
ERR14365453.30	1585	36.6114
ERR14365453.31	213	38.8404
ERR14365453.32	1583	34.1466
ERR14365453.33	1612	34.3052
ERR14365453.34	1618	37.9530
ERR14365453.35	1550	37.6432
ERR14365453.36	1584	32.0960
ERR14365453.37	1549	37.8192
ERR14365453.38	1592	19.4089
ERR14365453.39	1620	32.7630
ERR14365453.40	1618	36.0396
ERR14365453.41	1594	37.5922
ERR14365453.42	1595	38.8276
ERR14365453.43	1598	34.5951
ERR14365453.44	1615	27.7009
ERR14365453.45	1605	32.7190
ERR14365453.46	1619	31.3644
ERR14365453.47	1617	24.6419
ERR14365453.48	1551	37.8704
ERR14365453.49	1559	37.2463
ERR14365453.50	1608	31.8905
ERR14365453.51	1598	34.0350
ERR14365453.52	1621	35.6114
ERR14365453.53	1590	32.8428
ERR14365453.54	1613	35.4061
ERR14365453.55	1608	31.5721
ERR14365453.56	1562	34.7478
ERR14365453.57	1617	39.2987
ERR14365453.58	1616	18.3960
ERR14365453.59	1610	35.7422
ERR14365453.60	1612	34.6117
ERR14365453.61	1619	30.2755
ERR14365453.62	1609	33.2548
ERR14365453.63	1644	36.8139
ERR14365453.64	1549	37.7676
ERR14365453.65	1525	38.0249
ERR14365453.66	1618	34.1366
ERR14365453.67	1623	37.0068
ERR14365453.68	1613	33.3664
ERR14365453.69	1546	37.5802
ERR14365453.70	1582	35.4703
ERR14365453.71	1588	40.1801
ERR14365453.72	1613	36.2418
ERR14365453.73	1613	30.1742
ERR14365453.74	1323	23.9834
ERR14365453.75	1618	33.4907
ERR14365453.76	1615	32.9071
ERR14365453.77	1612	35.8083
ERR14365453.78	1566	37.7222
ERR14365453.79	1615	36.8415
ERR14365453.80	2948	26.0634
ERR14365453.81	1628	36.5264
ERR14365453.82	1645	36.8109
ERR14365453.83	1650	29.5473
ERR14365453.84	1615	35.0074
ERR14365453.85	1616	34.6293
ERR14365453.86	1555	36.9511
ERR14365453.87	1600	39.2206
ERR14365453.88	1627	32.8808
ERR14365453.89	1539	25.3385
ERR14365453.90	1615	33.1858
ERR14365453.91	1619	37.5534
ERR14365453.92	1534	31.9231
ERR14365453.93	1615	38.1523
ERR14365453.94	1609	34.7688
ERR14365453.95	1562	38.0435
ERR14365453.96	1596	37.9142
ERR14365453.97	1595	34.5166
ERR14365453.98	3067	26.7114
ERR14365453.99	1628	32.2611
ERR14365453.100	3208	25.2079
ERR14365453.101	3238	37.1825
ERR14365453.102	932	37.5461
ERR14365453.103	1621	35.8754
ERR14365453.104	3078	22.4519
ERR14365453.105	1618	37.6137
ERR14365453.106	1549	33.5320
ERR14365453.107	1608	34.9086
ERR14365453.108	1608	28.2002
ERR14365453.109	1620	34.2877
ERR14365453.110	1619	35.7233
ERR14365453.111	1598	33.6821
ERR14365453.112	1592	36.9573
ERR14365453.113	1591	36.2062
ERR14365453.114	1615	38.0186
ERR14365453.115	1613	33.5939
ERR14365453.116	1574	36.3310
ERR14365453.117	2926	26.7379
ERR14365453.118	1592	34.0773
