intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
3810000,0.2400453629032258,0.7437048604333398,0.2400453629032258,0.44518178208836706,4.120209973753281,4.0,2.8571843339406273,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_020091465.1 Phocaeicola vulgatus strain=BFG-191, ASM2009146v1",cfcaa7d93ee12c43b81dc72fd8321792,0.7437048604333398,3810000,0,12062000,fastq_host_removed/Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,6a36936e,15872000,31,DNA,1000,15872,True,0.9550133926485328,0.9904935068889882,0.9727534497687604,0.9904935068889882,False,15698,15698,35262
1244000,0.07837701612903226,0.5320786997433704,0.07837701612903226,0.0725143213657762,2.055466237942122,2.0,1.1195331011701932,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_900540455.1 uncultured Faecalibacterium sp., UMGS253",51287ebe69151b58fddffedffa783845,0.5320786997433704,1244000,1,10818000,fastq_host_removed/Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,6a36936e,15872000,31,DNA,1000,15872,True,0.9211464199863544,0.9798520646168135,0.9504992423015839,0.9798520646168135,False,2557,18255,35262
1304000,0.08215725806451613,0.31384892086330934,0.06596522177419355,0.04333276615053032,1.4594078319006685,1.0,0.7769511796038728,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_900766005.1 uncultured Bacteroides sp., SRS295019_2",24e5a198308319a8b4e51d7f4d35b209,0.3908872901678657,1047000,2,9771000,fastq_host_removed/Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,6a36936e,15872000,31,DNA,1000,15872,True,0.9225471650017648,0.970153316266862,0.9463502406343134,0.970153316266862,False,1528,19783,35262
995000,0.06268901209677419,0.4512471655328798,0.06268901209677419,0.04557313822244909,1.6150753768844222,1.0,1.1331345191721198,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_900543175.1 uncultured Fusobacterium sp., UMGS539",499c14474fcdb727bf3de72e4abeaee9,0.4512471655328798,995000,3,8776000,fastq_host_removed/Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,6a36936e,15872000,31,DNA,1000,15872,True,0.9145337206946713,0.9746576148685543,0.9445956677816127,0.9746576148685543,False,1607,21390,35262
707000,0.04454385080645161,0.33364794714487966,0.04454385080645161,0.02810390788951279,1.4016973125884018,1.0,0.8307372734951209,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_900128435.1 Megamonas funiformis strain=Marseille-P3344, PRJEB18027",f28b8075f664655ff47e5e63208a6070,0.33364794714487966,707000,4,8069000,fastq_host_removed/Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,6a36936e,15872000,31,DNA,1000,15872,True,0.9045081999109507,0.9652108791044203,0.9348595395076855,0.9652108791044203,False,991,22381,35262
348000,0.021925403225806453,0.14398340248962654,0.021862399193548387,0.011683965742158698,1.1873198847262247,1.0,0.6975135078542779,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_009881245.1 Catenibacterium sp. BIOML-A1 strain=BIOML-A1, ASM988124v1",e88de87972ff05d9b12b19a0a8d4c07c,0.14439834024896264,347000,5,7722000,fastq_host_removed/Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,6a36936e,15872000,31,DNA,1000,15872,True,0.8840608942109689,0.9394833836431256,0.9117721389270472,0.9394833836431256,False,412,22793,35262
347000,0.021862399193548387,0.13239221671117893,0.021862399193548387,0.011286937780046509,1.1469740634005763,1.0,0.4210058039212309,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_018368995.1 Sutterella wadsworthensis, ASM1836899v1",d102750e3a18d8ce1336a0ac2ad3dce2,0.13239221671117893,347000,6,7375000,fastq_host_removed/Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,6a36936e,15872000,31,DNA,1000,15872,True,0.8839788315075775,0.9368563016880049,0.9104175665977912,0.9368563016880049,False,398,23191,35262
3494000,0.2201360887096774,0.05113952195664258,0.017389112903225805,0.031592082128069875,4.036231884057971,4.0,2.1582649374978695,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_009101815.1 Bacteroides vulgatus strain=BIOML-A141, ASM910181v1",5025f2518c1839dc8c0a17e638b1380c,0.6473967018714101,276000,7,7099000,fastq_host_removed/Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,6a36936e,15872000,31,DNA,1000,15872,True,0.9523497931494173,0.9860722231322882,0.9692110081408527,0.9860722231322882,False,1114,24305,35262
233000,0.014679939516129033,0.09440130772374336,0.014553931451612902,0.00725993987862288,1.1082251082251082,1.0,0.3499806568209132,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_019012965.1 Erysipelotrichaceae bacterium, ASM1901296v1",d530262de7110fe04ed0573e215b9b39,0.09521863506334287,231000,8,6868000,fastq_host_removed/Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,6a36936e,15872000,31,DNA,1000,15872,True,0.872694166814998,0.9269483736985291,0.8998212702567636,0.9269483736985291,False,256,24561,35262
214000,0.013482862903225807,0.0954337899543379,0.013167842741935484,0.007458453859678974,1.2583732057416268,1.0,1.0761615442534245,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_018365155.1 Fusobacterium sp., ASM1836515v1",c6fe62fb74dd8457a7de7f43b285b02d,0.09771689497716896,209000,9,6659000,fastq_host_removed/Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,6a36936e,15872000,31,DNA,1000,15872,True,0.870302820346025,0.9277231118751389,0.8990129661105819,0.9277231118751389,False,263,24824,35262
1212000,0.07636088709677419,0.08314402544298047,0.011529737903225807,0.011060064658839543,2.1311475409836067,2.0,1.2432384536156362,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_905207885.1 uncultured Faecalibacterium sp., SRR2912784-mag-bin.20",70a26e7581a1cb1091083e0a448b6c8c,0.550658791458428,183000,10,6476000,fastq_host_removed/Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,6a36936e,15872000,31,DNA,1000,15872,True,0.9203723849272506,0.9809375814945377,0.9506549832108941,0.9809375814945377,False,390,25214,35262
839000,0.05286038306451613,0.06964980544747082,0.011277721774193549,0.0076853269808859394,1.5139664804469273,1.0,0.7350562772468615,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_905213925.1 uncultured Fusobacterium sp., SRR7721872-mag-bin.6",9fa303276d44cd196f9a9fcc9502b0b0,0.3264591439688716,179000,11,6297000,fastq_host_removed/Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,6a36936e,15872000,31,DNA,1000,15872,True,0.9095166524721019,0.9645329296594491,0.9370247910657755,0.9645329296594491,False,271,25485,35262
3360000,0.21169354838709678,0.028970826580226903,0.009009576612903226,0.017412512052634565,4.293706293706293,4.0,2.0647970754259757,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_015553265.1 Phocaeicola vulgatus strain=BSD2780120875b_170604_A6, ASM1555326v1",f9500c353dbfc688277d2cbf0c1c7912,0.6807131280388979,143000,12,6154000,fastq_host_removed/Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,6a36936e,15872000,31,DNA,1000,15872,True,0.9511491693899147,0.987669735120753,0.9694094522553338,0.987669735120753,False,614,26099,35262
234000,0.014742943548387098,0.049843014128728415,0.008001512096774193,0.004622539844591912,1.2834645669291338,1.0,0.8685007245748372,/mnt/k/data/databases/sourmash/genbank-2022.03-bacteria-k31.zip,"GCA_900755635.1 Fusobacteriaceae bacterium, ERS473221_41",36d6e9b9ad96700e3b8cd307b3c70015,0.09183673469387756,127000,13,6027000,fastq_host_removed/Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,Toti_MySeq_20220331_Q4_S4_L001_unmapped.fastq,6a36936e,15872000,31,DNA,1000,15872,True,0.872814738174403,0.9258676653301785,0.8993412017522908,0.9258676653301785,False,163,26262,35262
