read_id	length	mean_Q
ERR13927386.1	1587	15.5709
ERR13927386.2	1562	14.8431
ERR13927386.3	2040	21.7235
ERR13927386.4	1565	16.6211
ERR13927386.5	1565	18.1827
ERR13927386.6	1513	16.5942
ERR13927386.7	1607	16.9863
ERR13927386.8	1531	17.3233
ERR13927386.9	1553	16.0798
ERR13927386.10	1581	17.1505
ERR13927386.11	1519	15.3364
ERR13927386.12	1571	14.7320
ERR13927386.13	1510	17.3444
ERR13927386.14	1543	16.4498
ERR13927386.15	1589	18.4072
ERR13927386.16	1572	15.7653
ERR13927386.17	1556	17.2243
ERR13927386.18	1534	15.0535
ERR13927386.19	1355	15.5269
ERR13927386.20	1569	18.2511
ERR13927386.21	1571	16.1419
ERR13927386.22	1592	15.1162
ERR13927386.23	1451	14.1234
ERR13927386.24	1575	15.7511
ERR13927386.25	210	13.8571
ERR13927386.26	1562	16.4059
ERR13927386.27	829	16.5259
ERR13927386.28	1569	16.1695
ERR13927386.29	1525	16.4446
ERR13927386.30	1550	17.1671
ERR13927386.31	1554	15.1898
ERR13927386.32	1567	16.3274
ERR13927386.33	1562	15.8003
ERR13927386.34	1588	15.8608
ERR13927386.35	1522	17.3397
ERR13927386.36	1560	16.1436
ERR13927386.37	1521	15.4083
ERR13927386.38	1549	17.3531
ERR13927386.39	1528	14.7605
ERR13927386.40	307	14.5472
ERR13927386.41	776	14.4704
ERR13927386.42	1495	15.3518
ERR13927386.43	1524	17.6575
ERR13927386.44	1591	15.4406
ERR13927386.45	1567	15.8711
ERR13927386.46	1510	15.3199
ERR13927386.47	1550	16.5258
ERR13927386.48	1532	15.5666
ERR13927386.49	1567	16.1295
ERR13927386.50	1454	14.2166
ERR13927386.51	1365	15.2996
ERR13927386.52	1543	15.7745
ERR13927386.53	139	7.8129
ERR13927386.54	1599	20.7999
ERR13927386.55	1610	15.7739
ERR13927386.56	2085	16.4441
ERR13927386.57	1638	16.1935
ERR13927386.58	1555	15.7672
ERR13927386.59	1604	16.5879
ERR13927386.60	1586	15.7270
ERR13927386.61	587	20.6303
ERR13927386.62	1049	16.7417
ERR13927386.63	1559	16.9968
ERR13927386.64	734	14.9169
ERR13927386.65	148	12.7297
ERR13927386.66	1576	14.9981
ERR13927386.67	1572	17.6997
ERR13927386.68	1556	15.1202
ERR13927386.69	1579	17.7384
ERR13927386.70	2460	17.5870
ERR13927386.71	1460	16.9363
ERR13927386.72	1252	17.2724
ERR13927386.73	1519	16.7255
ERR13927386.74	1586	15.2736
ERR13927386.75	946	17.1501
ERR13927386.76	1573	15.5989
ERR13927386.77	1483	15.4976
ERR13927386.78	1041	15.0759
ERR13927386.79	1090	14.4679
ERR13927386.80	1603	16.2115
ERR13927386.81	401	15.1696
ERR13927386.82	1529	16.3061
ERR13927386.83	269	17.8550
ERR13927386.84	1421	13.8543
ERR13927386.85	1362	16.4178
ERR13927386.86	1173	15.5592
ERR13927386.87	1543	17.1050
ERR13927386.88	1568	15.6747
ERR13927386.89	1609	16.5177
ERR13927386.90	1576	16.6409
ERR13927386.91	1554	17.2831
ERR13927386.92	1554	16.3758
ERR13927386.93	1603	15.4847
ERR13927386.94	1584	15.6806
ERR13927386.95	1458	14.3361
ERR13927386.96	1510	14.3179
ERR13927386.97	1604	15.5349
ERR13927386.98	1531	15.4860
ERR13927386.99	1553	15.6014
ERR13927386.100	1440	15.8688
ERR13927386.101	1559	16.5189
ERR13927386.102	185	13.5405
ERR13927386.103	385	17.6753
ERR13927386.104	1563	15.7505
ERR13927386.105	1549	16.0407
ERR13927386.106	1594	16.2742
ERR13927386.107	587	18.9336
ERR13927386.108	1481	15.4362
ERR13927386.109	1523	16.5529
ERR13927386.110	1933	19.2375
ERR13927386.111	1564	16.6650
ERR13927386.112	1558	16.1643
ERR13927386.113	1517	15.1529
ERR13927386.114	1546	16.4088
ERR13927386.115	1562	15.1069
ERR13927386.116	185	12.2054
ERR13927386.117	1533	14.9054
ERR13927386.118	145	8.9103
ERR13927386.119	1547	15.8772
ERR13927386.120	1563	19.0979
ERR13927386.121	1586	16.8058
ERR13927386.122	1545	16.6188
ERR13927386.123	1532	14.9380
ERR13927386.124	1492	15.8143
ERR13927386.125	1579	16.9930
ERR13927386.126	1514	16.8956
ERR13927386.127	1545	17.8136
ERR13927386.128	1545	15.5437
ERR13927386.129	1554	16.8893
ERR13927386.130	1539	15.9227
ERR13927386.131	1457	14.7351
ERR13927386.132	1526	15.9083
ERR13927386.133	1861	18.5535
ERR13927386.134	1532	15.3016
ERR13927386.135	2688	26.8873
ERR13927386.136	1550	15.7116
ERR13927386.137	1203	18.3059
ERR13927386.138	982	15.9236
ERR13927386.139	158	15.6203
ERR13927386.140	1585	17.5047
ERR13927386.141	1530	14.8072
ERR13927386.142	1675	18.7958
ERR13927386.143	1618	16.9234
ERR13927386.144	1498	17.0080
ERR13927386.145	1618	17.2787
ERR13927386.146	1488	18.0786
ERR13927386.147	532	16.2989
ERR13927386.148	1584	15.9104
ERR13927386.149	1536	15.7799
ERR13927386.150	1554	15.8565
ERR13927386.151	1469	15.8373
ERR13927386.152	1462	15.8461
ERR13927386.153	1579	16.6586
ERR13927386.154	1610	14.8360
ERR13927386.155	1509	16.8986
ERR13927386.156	1559	14.3823
ERR13927386.157	1529	15.1151
ERR13927386.158	1516	14.9551
ERR13927386.159	773	15.7115
ERR13927386.160	1522	16.6583
ERR13927386.161	1606	15.4695
ERR13927386.162	1018	16.5452
ERR13927386.163	1555	17.2791
ERR13927386.164	1521	15.4484
ERR13927386.165	1594	15.7823
ERR13927386.166	1181	16.5859
ERR13927386.167	949	14.9589
ERR13927386.168	1471	15.6995
ERR13927386.169	1544	17.5680
ERR13927386.170	1612	15.4194
ERR13927386.171	205	14.8683
ERR13927386.172	1504	14.6662
ERR13927386.173	1571	15.2788
ERR13927386.174	1430	15.4629
ERR13927386.175	1659	17.0060
ERR13927386.176	233	10.7768
ERR13927386.177	1547	15.4880
ERR13927386.178	1560	18.7032
ERR13927386.179	202	13.6485
ERR13927386.180	1551	16.3288
ERR13927386.181	1511	14.6916
ERR13927386.182	1569	15.4621
ERR13927386.183	1484	15.6213
ERR13927386.184	1596	17.9893
ERR13927386.185	1582	15.7838
ERR13927386.186	1565	15.5981
ERR13927386.187	1561	16.5291
ERR13927386.188	1543	16.5379
ERR13927386.189	1550	16.0903
ERR13927386.190	1511	14.6023
ERR13927386.191	1532	17.3349
ERR13927386.192	1493	16.0328
ERR13927386.193	238	14.9916
ERR13927386.194	156	10.1667
ERR13927386.195	149	9.4027
ERR13927386.196	1567	18.6611
ERR13927386.197	1544	15.9566
ERR13927386.198	1521	15.2156
ERR13927386.199	1532	15.7787
ERR13927386.200	1519	16.9105
ERR13927386.201	1507	16.5023
ERR13927386.202	1555	15.4174
ERR13927386.203	1532	16.0901
ERR13927386.204	400	18.7700
ERR13927386.205	1413	16.1104
ERR13927386.206	1584	15.9299
ERR13927386.207	1433	14.5506
ERR13927386.208	1535	15.3362
ERR13927386.209	1559	16.0154
ERR13927386.210	1499	15.3282
ERR13927386.211	1566	14.5626
ERR13927386.212	1559	15.2521
ERR13927386.213	1456	15.4986
ERR13927386.214	1487	16.2219
ERR13927386.215	1528	15.8567
ERR13927386.216	1595	15.2157
ERR13927386.217	1570	17.4707
ERR13927386.218	176	14.3636
ERR13927386.219	1510	15.5285
ERR13927386.220	1506	16.1355
ERR13927386.221	1535	14.9850
ERR13927386.222	214	14.6308
ERR13927386.223	1573	14.9460
ERR13927386.224	1552	16.1334
ERR13927386.225	1533	15.5440
ERR13927386.226	1498	15.5207
ERR13927386.227	154	16.6429
ERR13927386.228	1017	17.5093
ERR13927386.229	1514	16.6328
ERR13927386.230	1607	15.2912
ERR13927386.231	1524	15.5125
ERR13927386.232	1468	16.2255
ERR13927386.233	1508	15.6068
ERR13927386.234	1539	15.6524
ERR13927386.235	1548	14.6841
ERR13927386.236	647	14.2056
ERR13927386.237	1568	14.7372
ERR13927386.238	210	15.1810
ERR13927386.239	1528	15.2277
ERR13927386.240	2454	15.7967
ERR13927386.241	527	13.6338
ERR13927386.242	1545	14.4233
ERR13927386.243	1510	15.6238
ERR13927386.244	1309	16.8243
ERR13927386.245	273	12.5238
ERR13927386.246	1512	15.4312
ERR13927386.247	286	12.1399
ERR13927386.248	1581	15.0177
ERR13927386.249	1518	17.2787
ERR13927386.250	1508	15.0962
ERR13927386.251	1544	14.8225
ERR13927386.252	172	13.3837
ERR13927386.253	1622	16.4470
ERR13927386.254	1533	14.9511
ERR13927386.255	1520	16.3467
ERR13927386.256	1559	16.8198
