read_id	length	mean_Q
ERR13927413.1	1541	15.5782
ERR13927413.2	1567	15.8341
ERR13927413.3	1549	14.4564
ERR13927413.4	1596	14.7813
ERR13927413.5	1570	15.5592
ERR13927413.6	545	14.5908
ERR13927413.7	178	16.0000
ERR13927413.8	1556	15.6472
ERR13927413.9	1514	15.0945
ERR13927413.10	1495	14.2401
ERR13927413.11	1558	17.5635
ERR13927413.12	1537	15.8204
ERR13927413.13	301	12.8904
ERR13927413.14	1539	15.5549
ERR13927413.15	184	17.0109
ERR13927413.16	1582	15.3603
ERR13927413.17	1516	14.9558
ERR13927413.18	1566	15.9866
ERR13927413.19	1618	16.9648
ERR13927413.20	1568	16.1231
ERR13927413.21	191	16.9372
ERR13927413.22	1578	15.4702
ERR13927413.23	1510	14.4623
ERR13927413.24	263	14.8403
ERR13927413.25	1543	14.5807
ERR13927413.26	1569	15.5966
ERR13927413.27	1581	15.7786
ERR13927413.28	1601	15.3335
ERR13927413.29	1525	16.3279
ERR13927413.30	1601	15.9263
ERR13927413.31	889	16.0439
ERR13927413.32	172	14.0988
ERR13927413.33	425	16.3388
ERR13927413.34	195	15.2564
ERR13927413.35	1521	14.3905
ERR13927413.36	1463	14.6781
ERR13927413.37	1524	14.2513
ERR13927413.38	1540	14.8435
ERR13927413.39	1553	15.4552
ERR13927413.40	205	14.9317
ERR13927413.41	1547	15.2101
ERR13927413.42	1524	14.8012
ERR13927413.43	1539	16.3515
ERR13927413.44	1551	15.6609
ERR13927413.45	1563	15.0013
ERR13927413.46	1562	15.6050
ERR13927413.47	1581	16.1600
ERR13927413.48	841	15.0535
ERR13927413.49	1557	15.5042
ERR13927413.50	1576	14.9048
ERR13927413.51	1657	15.0489
ERR13927413.52	1582	15.1979
ERR13927413.53	2132	14.7050
ERR13927413.54	324	12.9475
ERR13927413.55	195	13.8513
ERR13927413.56	1516	16.4090
ERR13927413.57	1577	15.4597
ERR13927413.58	293	14.1604
ERR13927413.59	393	16.6081
ERR13927413.60	1137	16.4828
ERR13927413.61	243	10.8477
ERR13927413.62	327	11.3853
ERR13927413.63	338	15.3195
ERR13927413.64	1635	14.1144
ERR13927413.65	1978	18.1481
ERR13927413.66	1506	16.6042
ERR13927413.67	1422	15.5612
ERR13927413.68	1517	16.1252
ERR13927413.69	265	15.1660
ERR13927413.70	1587	16.9370
ERR13927413.71	1538	14.5618
ERR13927413.72	1605	14.7657
ERR13927413.73	2082	22.4885
ERR13927413.74	1844	21.0803
ERR13927413.75	201	13.1841
ERR13927413.76	782	13.8619
ERR13927413.77	1529	15.8267
ERR13927413.78	1594	14.9705
ERR13927413.79	149	14.8456
ERR13927413.80	1541	15.2849
ERR13927413.81	1541	15.9637
ERR13927413.82	1420	14.2296
ERR13927413.83	1634	15.0569
ERR13927413.84	641	13.5023
ERR13927413.85	1567	16.1646
ERR13927413.86	312	17.6571
ERR13927413.87	1504	15.1157
ERR13927413.88	342	16.3713
ERR13927413.89	1569	14.0210
ERR13927413.90	1553	16.3773
ERR13927413.91	1530	14.4373
ERR13927413.92	551	16.5535
ERR13927413.93	1562	22.6152
ERR13927413.94	1581	20.9469
ERR13927413.95	1595	18.5273
ERR13927413.96	1482	16.5027
ERR13927413.97	1331	19.4583
ERR13927413.98	1553	22.3368
ERR13927413.99	1576	21.8154
ERR13927413.100	1564	19.8210
ERR13927413.101	1569	18.3187
ERR13927413.102	1576	22.0984
ERR13927413.103	1561	19.9667
ERR13927413.104	719	20.6662
ERR13927413.105	1556	21.0032
ERR13927413.106	1570	16.5605
ERR13927413.107	1598	19.3980
ERR13927413.108	1565	20.0569
ERR13927413.109	1586	19.6488
ERR13927413.110	1585	20.0776
ERR13927413.111	1617	22.4174
ERR13927413.112	1585	18.4562
ERR13927413.113	1588	23.4742
ERR13927413.114	1551	17.6983
ERR13927413.115	1578	17.4664
ERR13927413.116	1579	20.1273
ERR13927413.117	1591	22.7096
ERR13927413.118	1575	23.6616
ERR13927413.119	1558	22.1194
ERR13927413.120	1593	20.0910
ERR13927413.121	1581	19.9330
ERR13927413.122	1548	17.1350
ERR13927413.123	1562	20.0851
ERR13927413.124	1560	17.2032
ERR13927413.125	1612	20.6904
ERR13927413.126	1550	21.0439
ERR13927413.127	1563	19.2489
ERR13927413.128	1562	19.0173
ERR13927413.129	1575	22.6305
ERR13927413.130	1579	17.7131
ERR13927413.131	1564	16.3267
ERR13927413.132	1579	18.2673
ERR13927413.133	1555	18.4862
ERR13927413.134	1552	18.3602
ERR13927413.135	1554	17.4781
ERR13927413.136	1545	18.0712
ERR13927413.137	1582	21.3856
ERR13927413.138	1549	19.1330
ERR13927413.139	1575	18.1917
ERR13927413.140	1556	18.0283
ERR13927413.141	1570	21.2618
ERR13927413.142	1571	20.0414
ERR13927413.143	1582	18.3015
ERR13927413.144	1554	21.1551
ERR13927413.145	1560	19.3333
ERR13927413.146	1588	20.8898
ERR13927413.147	1555	19.9666
ERR13927413.148	1543	19.4627
ERR13927413.149	1569	19.9407
ERR13927413.150	1569	21.6252
ERR13927413.151	1553	20.7869
ERR13927413.152	1561	20.0589
ERR13927413.153	1570	23.0783
ERR13927413.154	1545	20.3495
ERR13927413.155	1580	21.5228
ERR13927413.156	1596	18.3803
ERR13927413.157	1560	19.3468
ERR13927413.158	1576	20.2354
ERR13927413.159	794	19.3388
ERR13927413.160	1564	23.5703
ERR13927413.161	1592	21.7381
ERR13927413.162	1576	21.3154
ERR13927413.163	1587	19.1059
ERR13927413.164	1590	17.6063
ERR13927413.165	1558	18.1303
ERR13927413.166	1574	18.9098
ERR13927413.167	1560	18.6615
ERR13927413.168	1552	22.1360
ERR13927413.169	671	18.8033
ERR13927413.170	1585	22.6934
ERR13927413.171	1581	22.6907
ERR13927413.172	1569	21.1338
ERR13927413.173	988	20.9059
ERR13927413.174	1598	20.2478
ERR13927413.175	1545	21.6900
ERR13927413.176	1587	22.9401
ERR13927413.177	1604	15.9258
ERR13927413.178	1589	20.7917
ERR13927413.179	1564	20.8139
ERR13927413.180	1586	21.0895
ERR13927413.181	1598	21.5751
ERR13927413.182	1543	20.5567
ERR13927413.183	1585	17.8549
ERR13927413.184	1559	23.3156
ERR13927413.185	1574	19.4549
ERR13927413.186	1572	16.4746
ERR13927413.187	1560	20.9160
ERR13927413.188	1540	21.0818
ERR13927413.189	1579	21.5503
