read_id	length	mean_Q
ERR13927351.1	1563	17.9175
ERR13927351.2	1530	16.5739
ERR13927351.3	1609	16.9994
ERR13927351.4	1580	17.6196
ERR13927351.5	1586	15.5101
ERR13927351.6	1601	16.7620
ERR13927351.7	1582	20.2263
ERR13927351.8	1343	18.8801
ERR13927351.9	1548	17.1014
ERR13927351.10	1625	19.7778
ERR13927351.11	1579	22.1457
ERR13927351.12	1630	23.5110
ERR13927351.13	1607	16.8438
ERR13927351.14	1554	19.5907
ERR13927351.15	1621	23.0919
ERR13927351.16	1631	22.5671
ERR13927351.17	1608	25.7027
ERR13927351.18	670	21.7269
ERR13927351.19	1613	19.8896
ERR13927351.20	1609	22.4009
ERR13927351.21	1588	23.2349
ERR13927351.22	1619	24.3323
ERR13927351.23	1613	23.9225
ERR13927351.24	840	20.3833
ERR13927351.25	812	22.2672
ERR13927351.26	1595	22.2433
ERR13927351.27	1599	24.9250
ERR13927351.28	1626	24.8038
ERR13927351.29	1571	21.8065
ERR13927351.30	1601	18.3823
ERR13927351.31	1610	18.2118
ERR13927351.32	1614	23.9139
ERR13927351.33	1615	22.2334
ERR13927351.34	1562	21.4603
ERR13927351.35	1604	20.9009
ERR13927351.36	1608	23.3794
ERR13927351.37	1630	21.0153
ERR13927351.38	1543	19.9157
ERR13927351.39	1591	19.2131
ERR13927351.40	1348	24.5163
ERR13927351.41	1615	23.8898
ERR13927351.42	674	18.9659
ERR13927351.43	1607	22.0610
ERR13927351.44	1039	17.9740
ERR13927351.45	1605	22.5551
ERR13927351.46	1612	18.8375
ERR13927351.47	1604	21.4233
ERR13927351.48	1626	18.2153
ERR13927351.49	1576	21.8864
ERR13927351.50	1609	23.3717
ERR13927351.51	1604	21.9638
ERR13927351.52	1637	24.0880
ERR13927351.53	1702	21.8402
ERR13927351.54	1614	21.5297
ERR13927351.55	1631	24.9234
ERR13927351.56	1588	19.5995
ERR13927351.57	1614	18.5576
ERR13927351.58	1596	19.1942
ERR13927351.59	1609	21.4226
ERR13927351.60	1625	23.7058
ERR13927351.61	1610	25.1863
ERR13927351.62	1664	22.9249
ERR13927351.63	1598	24.4155
ERR13927351.64	1605	21.6461
ERR13927351.65	1606	21.9826
ERR13927351.66	1587	20.0277
ERR13927351.67	1607	19.7859
ERR13927351.68	1620	24.0210
ERR13927351.69	1620	23.8272
ERR13927351.70	1614	21.6264
ERR13927351.71	1598	21.0106
ERR13927351.72	1609	20.1877
ERR13927351.73	1602	23.7878
ERR13927351.74	1601	23.8057
ERR13927351.75	1592	19.1916
ERR13927351.76	1619	23.5219
ERR13927351.77	870	21.2770
ERR13927351.78	1607	21.3541
ERR13927351.79	1592	19.3637
ERR13927351.80	1540	21.8675
ERR13927351.81	1613	23.5499
ERR13927351.82	1580	20.6304
ERR13927351.83	1608	25.5031
ERR13927351.84	1580	21.0829
ERR13927351.85	1560	22.6385
ERR13927351.86	1620	23.2111
ERR13927351.87	1599	22.8856
ERR13927351.88	1608	21.3128
ERR13927351.89	1634	23.9761
ERR13927351.90	1629	22.7317
ERR13927351.91	1640	22.3037
ERR13927351.92	1585	20.0013
ERR13927351.93	1606	17.3680
ERR13927351.94	1606	20.4496
ERR13927351.95	1641	18.9622
ERR13927351.96	1605	24.9259
ERR13927351.97	1618	23.4716
ERR13927351.98	1649	21.6040
ERR13927351.99	1609	18.4338
ERR13927351.100	1612	18.6563
ERR13927351.101	1602	23.8920
ERR13927351.102	1577	24.5688
ERR13927351.103	1566	15.8467
ERR13927351.104	1605	24.3720
ERR13927351.105	1672	19.4773
ERR13927351.106	1599	24.0494
ERR13927351.107	1589	21.9855
ERR13927351.108	1613	21.8134
ERR13927351.109	1609	23.2654
ERR13927351.110	1599	22.5522
ERR13927351.111	178	19.0955
ERR13927351.112	1610	19.7727
ERR13927351.113	1576	20.7398
ERR13927351.114	1608	17.2463
ERR13927351.115	1592	22.9604
ERR13927351.116	1629	22.3505
ERR13927351.117	1632	17.7647
ERR13927351.118	1593	22.0835
ERR13927351.119	1597	22.7132
ERR13927351.120	1616	23.1733
ERR13927351.121	1610	23.8826
ERR13927351.122	1614	20.7169
ERR13927351.123	1587	23.9080
ERR13927351.124	1611	24.5916
ERR13927351.125	1557	24.1837
ERR13927351.126	1065	23.5756
ERR13927351.127	1628	23.0651
ERR13927351.128	1616	18.4313
ERR13927351.129	1596	20.9756
ERR13927351.130	1605	23.1801
ERR13927351.131	1595	23.3781
ERR13927351.132	1604	18.3367
ERR13927351.133	1585	19.5369
ERR13927351.134	1189	23.1951
ERR13927351.135	1599	21.8937
ERR13927351.136	1634	20.6224
ERR13927351.137	1628	22.0553
ERR13927351.138	1599	22.2914
ERR13927351.139	1608	20.6909
ERR13927351.140	1563	19.6814
ERR13927351.141	1608	19.9608
ERR13927351.142	780	20.2577
ERR13927351.143	1573	19.9447
ERR13927351.144	1608	19.6971
ERR13927351.145	1610	20.8801
ERR13927351.146	1616	23.3459
ERR13927351.147	1567	25.4971
ERR13927351.148	1611	21.8926
ERR13927351.149	1615	23.6545
ERR13927351.150	1582	25.6713
ERR13927351.151	1617	24.4168
ERR13927351.152	1600	19.1812
ERR13927351.153	1601	22.7027
ERR13927351.154	1620	23.8660
ERR13927351.155	1594	20.4084
ERR13927351.156	1601	21.8413
ERR13927351.157	1601	20.9375
ERR13927351.158	1590	21.0421
ERR13927351.159	1608	23.6007
ERR13927351.160	1607	21.8052
ERR13927351.161	1605	22.0636
ERR13927351.162	1569	25.5934
ERR13927351.163	1639	23.8078
ERR13927351.164	1604	18.7556
ERR13927351.165	1589	15.4751
ERR13927351.166	1605	23.9016
ERR13927351.167	1618	24.6366
ERR13927351.168	923	21.5796
ERR13927351.169	1633	23.3013
ERR13927351.170	1616	23.9666
ERR13927351.171	1112	21.2734
ERR13927351.172	1638	24.5714
ERR13927351.173	230	16.8000
ERR13927351.174	1595	22.3944
ERR13927351.175	1555	21.9556
ERR13927351.176	1614	22.9418
ERR13927351.177	1597	24.2016
ERR13927351.178	1614	22.1121
ERR13927351.179	1617	24.3154
ERR13927351.180	265	19.9170
ERR13927351.181	1605	16.7352
ERR13927351.182	1579	18.4136
ERR13927351.183	1590	20.5597
ERR13927351.184	1602	18.6124
ERR13927351.185	1553	18.2968
ERR13927351.186	1662	19.1751
ERR13927351.187	1608	19.4689
ERR13927351.188	1608	23.0728
ERR13927351.189	1621	17.9735
ERR13927351.190	1622	22.5660
ERR13927351.191	1611	23.5475
ERR13927351.192	1557	22.1432
ERR13927351.193	1568	19.0542
ERR13927351.194	1609	23.1666
ERR13927351.195	1603	20.3830
ERR13927351.196	1600	21.3006
ERR13927351.197	1620	24.1457
ERR13927351.198	1596	24.3358
ERR13927351.199	1617	24.2566
ERR13927351.200	1601	23.1805
ERR13927351.201	1612	21.1309
ERR13927351.202	1593	17.9931
ERR13927351.203	1584	20.2639
ERR13927351.204	1609	24.5233
ERR13927351.205	1598	19.0369
ERR13927351.206	1608	23.3507
ERR13927351.207	1614	19.7931
ERR13927351.208	1611	22.8411
ERR13927351.209	1585	23.1975
ERR13927351.210	322	21.1522
ERR13927351.211	1606	24.3910
ERR13927351.212	1552	20.1997
ERR13927351.213	1616	25.8410
ERR13927351.214	1597	18.0188
ERR13927351.215	1575	20.4451
ERR13927351.216	857	24.7060
ERR13927351.217	1557	20.5485
ERR13927351.218	1593	18.6729
ERR13927351.219	1588	18.9244
ERR13927351.220	1607	21.9434
ERR13927351.221	1616	23.5408
ERR13927351.222	1672	23.0819
ERR13927351.223	1598	24.8204
ERR13927351.224	1607	23.5943
ERR13927351.225	1596	18.7519
ERR13927351.226	1626	22.3075
ERR13927351.227	1555	22.9505
ERR13927351.228	1646	21.6015
ERR13927351.229	1606	20.5909
ERR13927351.230	1583	22.0967
ERR13927351.231	1613	22.1414
ERR13927351.232	1597	23.1265
ERR13927351.233	1636	23.1626
ERR13927351.234	1610	20.4460
ERR13927351.235	1582	18.5771
ERR13927351.236	1006	19.6223
ERR13927351.237	1636	25.0856
ERR13927351.238	1617	23.1602
ERR13927351.239	1627	21.1242
ERR13927351.240	1612	22.6780
ERR13927351.241	1614	23.9610
ERR13927351.242	1581	17.8937
ERR13927351.243	1610	23.5422
ERR13927351.244	1665	21.9093
ERR13927351.245	1604	25.3248
ERR13927351.246	1609	22.8117
ERR13927351.247	1625	23.9342
ERR13927351.248	1618	22.7417
ERR13927351.249	1597	23.9981
ERR13927351.250	1619	22.5528
ERR13927351.251	1561	23.6810
ERR13927351.252	1552	23.2436
ERR13927351.253	906	18.4547
ERR13927351.254	1614	21.7999
ERR13927351.255	1627	24.2034
ERR13927351.256	1617	23.0897
ERR13927351.257	1591	20.5921
ERR13927351.258	1617	16.7260
ERR13927351.259	1615	19.5146
ERR13927351.260	1619	24.5158
ERR13927351.261	1632	21.0558
ERR13927351.262	1559	22.9519
ERR13927351.263	1609	22.6495
ERR13927351.264	1613	22.4148
ERR13927351.265	1573	19.1507
ERR13927351.266	1611	23.4339
ERR13927351.267	1603	23.8459
ERR13927351.268	1598	23.1727
ERR13927351.269	1556	21.6973
ERR13927351.270	1614	24.4219
ERR13927351.271	1578	19.6819
ERR13927351.272	1610	23.2584
ERR13927351.273	1540	16.0922
ERR13927351.274	1720	22.7610
ERR13927351.275	1584	22.2045
ERR13927351.276	1599	22.0438
ERR13927351.277	1588	21.0428
ERR13927351.278	1643	20.9014
ERR13927351.279	1619	23.3632
ERR13927351.280	1592	21.4146
ERR13927351.281	1600	23.6262
ERR13927351.282	1595	25.7618
ERR13927351.283	1600	20.6806
ERR13927351.284	1535	23.4534
ERR13927351.285	1609	21.9602
ERR13927351.286	1559	19.4387
ERR13927351.287	1608	22.4975
ERR13927351.288	1625	19.5329
ERR13927351.289	1617	21.6617
ERR13927351.290	1600	23.3912
ERR13927351.291	1561	21.4536
ERR13927351.292	1614	22.1444
ERR13927351.293	1608	21.4447
ERR13927351.294	1604	18.6652
ERR13927351.295	1597	21.1647
ERR13927351.296	1586	22.1557
ERR13927351.297	1591	22.7674
ERR13927351.298	1585	16.0328
ERR13927351.299	1609	23.8135
ERR13927351.300	1595	21.6665
ERR13927351.301	1620	24.0012
ERR13927351.302	1614	21.7150
ERR13927351.303	1620	21.5852
ERR13927351.304	1627	22.5095
ERR13927351.305	1584	24.7172
ERR13927351.306	1591	21.8328
ERR13927351.307	1612	22.5403
ERR13927351.308	1339	22.1725
ERR13927351.309	1577	24.5961
ERR13927351.310	1586	21.1274
ERR13927351.311	1614	22.9294
ERR13927351.312	1600	23.1744
ERR13927351.313	1599	22.0500
ERR13927351.314	1553	22.2659
ERR13927351.315	1626	24.3942
ERR13927351.316	1642	21.4775
ERR13927351.317	1612	22.6501
