read_id	length	mean_Q
ERR13927579.1	1600	17.9812
ERR13927579.2	1599	17.0826
ERR13927579.3	1566	18.7580
ERR13927579.4	1570	18.8522
ERR13927579.5	1569	18.8776
ERR13927579.6	1575	22.3162
ERR13927579.7	1619	20.1958
ERR13927579.8	1596	19.9267
ERR13927579.9	1615	18.4712
ERR13927579.10	1563	18.9699
ERR13927579.11	1596	21.4286
ERR13927579.12	1601	16.5078
ERR13927579.13	1576	17.7957
ERR13927579.14	1567	17.5175
ERR13927579.15	1557	17.5594
ERR13927579.16	1598	18.3742
ERR13927579.17	1557	17.9216
ERR13927579.18	1572	20.1978
ERR13927579.19	1596	16.5570
ERR13927579.20	1569	18.8152
ERR13927579.21	1578	15.7839
ERR13927579.22	1633	20.2284
ERR13927579.23	1618	21.5111
ERR13927579.24	1572	19.5025
ERR13927579.25	1554	20.4292
ERR13927579.26	1581	19.5547
ERR13927579.27	1563	14.7665
ERR13927579.28	1557	16.8947
ERR13927579.29	1600	16.0025
ERR13927579.30	1581	21.8242
ERR13927579.31	1556	20.3021
ERR13927579.32	1562	18.4840
ERR13927579.33	1569	19.5481
ERR13927579.34	1573	16.4806
ERR13927579.35	1547	15.9082
ERR13927579.36	1553	18.6916
ERR13927579.37	1547	17.6419
ERR13927579.38	1522	14.2096
ERR13927579.39	1591	15.7737
ERR13927579.40	1616	20.2698
ERR13927579.41	1597	21.5385
ERR13927579.42	1566	13.7899
ERR13927579.43	1570	20.4497
ERR13927579.44	1582	21.8274
ERR13927579.45	1563	20.2207
ERR13927579.46	1611	18.4060
ERR13927579.47	1610	15.1416
ERR13927579.48	1580	17.7937
ERR13927579.49	1586	21.3827
ERR13927579.50	1209	19.2531
ERR13927579.51	1572	20.2233
ERR13927579.52	1601	18.9338
ERR13927579.53	1600	21.7244
ERR13927579.54	1572	16.9218
ERR13927579.55	1591	18.6807
ERR13927579.56	1574	13.8259
ERR13927579.57	1613	18.4396
ERR13927579.58	1399	14.7348
ERR13927579.59	1586	20.3052
ERR13927579.60	1557	19.5678
ERR13927579.61	1560	20.5699
ERR13927579.62	1581	14.8672
ERR13927579.63	1597	16.1296
ERR13927579.64	1568	19.9783
ERR13927579.65	1592	15.2795
ERR13927579.66	1560	20.6782
ERR13927579.67	1567	20.7364
ERR13927579.68	1614	21.0050
ERR13927579.69	1576	17.5590
ERR13927579.70	1587	20.3907
ERR13927579.71	1604	18.9258
ERR13927579.72	1558	16.7959
ERR13927579.73	1508	17.5736
ERR13927579.74	975	20.0154
ERR13927579.75	1549	19.3073
ERR13927579.76	1609	22.8776
ERR13927579.77	1575	16.3270
ERR13927579.78	1601	19.9269
ERR13927579.79	1583	14.8414
ERR13927579.80	1571	17.7874
ERR13927579.81	1399	20.9621
ERR13927579.82	1592	18.7324
ERR13927579.83	706	14.1473
ERR13927579.84	1557	17.3552
ERR13927579.85	1573	17.4774
ERR13927579.86	1120	19.5143
ERR13927579.87	1575	19.3784
ERR13927579.88	1612	20.2109
ERR13927579.89	1607	17.3927
ERR13927579.90	1574	17.7942
ERR13927579.91	1554	19.3687
ERR13927579.92	1604	18.5299
ERR13927579.93	1612	16.3046
ERR13927579.94	1604	21.0156
ERR13927579.95	1558	17.6072
ERR13927579.96	1569	20.4143
ERR13927579.97	1585	19.9590
ERR13927579.98	1591	19.8567
ERR13927579.99	1563	18.5425
ERR13927579.100	1355	19.5661
ERR13927579.101	1583	17.5572
ERR13927579.102	1602	19.4988
ERR13927579.103	1619	19.3360
ERR13927579.104	1504	19.2247
ERR13927579.105	1572	18.4440
ERR13927579.106	319	17.6865
ERR13927579.107	1613	21.4278
ERR13927579.108	1600	19.6931
