read_id	length	mean_Q
ERR13927426.1	3325	21.1558
ERR13927426.2	3106	17.9681
ERR13927426.3	1562	17.2049
ERR13927426.4	1564	15.8082
ERR13927426.5	1563	16.9667
ERR13927426.6	396	18.5025
ERR13927426.7	1596	17.4743
ERR13927426.8	1578	15.4639
ERR13927426.9	1581	14.9608
ERR13927426.10	1346	17.8165
ERR13927426.11	1617	17.7823
ERR13927426.12	1582	15.9791
ERR13927426.13	1556	17.6048
ERR13927426.14	1601	16.3179
ERR13927426.15	1595	17.9141
ERR13927426.16	1546	16.7768
ERR13927426.17	1541	14.4419
ERR13927426.18	1568	17.7793
ERR13927426.19	1576	13.9061
ERR13927426.20	1569	16.4614
ERR13927426.21	1594	13.3331
ERR13927426.22	1568	15.3246
ERR13927426.23	1572	14.3626
ERR13927426.24	1543	15.3409
ERR13927426.25	1563	14.8420
ERR13927426.26	1476	14.2392
ERR13927426.27	1600	15.1856
ERR13927426.28	1586	18.5876
ERR13927426.29	1381	16.8081
ERR13927426.30	1604	15.9719
ERR13927426.31	1574	18.3348
ERR13927426.32	1577	15.9296
ERR13927426.33	1595	14.4364
ERR13927426.34	1564	17.3849
ERR13927426.35	2167	19.9871
ERR13927426.36	1592	15.6457
ERR13927426.37	1566	15.4132
ERR13927426.38	1578	16.4442
ERR13927426.39	1569	16.3321
ERR13927426.40	1580	15.3285
ERR13927426.41	1576	17.6371
ERR13927426.42	233	11.4163
ERR13927426.43	1623	16.1965
ERR13927426.44	1562	15.8201
ERR13927426.45	1487	14.0948
ERR13927426.46	1610	16.5752
ERR13927426.47	1600	16.7213
ERR13927426.48	1082	17.3244
ERR13927426.49	1572	17.8518
ERR13927426.50	1597	16.2273
ERR13927426.51	1578	18.5349
ERR13927426.52	1579	16.8119
ERR13927426.53	1580	19.7285
ERR13927426.54	1557	15.9942
ERR13927426.55	1575	18.0425
ERR13927426.56	1337	17.8908
ERR13927426.57	1568	16.1282
ERR13927426.58	300	14.7333
ERR13927426.59	1425	18.8842
ERR13927426.60	1588	18.3419
ERR13927426.61	1548	18.5904
ERR13927426.62	1589	16.5091
ERR13927426.63	1577	17.2156
ERR13927426.64	1523	16.8365
ERR13927426.65	1664	17.4129
