read_id	length	mean_Q
ERR13927576.1	1551	14.7015
ERR13927576.2	710	14.2563
ERR13927576.3	284	13.7465
ERR13927576.4	1584	14.2361
ERR13927576.5	347	17.7233
ERR13927576.6	686	13.7289
ERR13927576.7	1349	14.6642
ERR13927576.8	1559	15.8570
ERR13927576.9	362	14.2652
ERR13927576.10	345	14.3565
ERR13927576.11	1545	14.1353
ERR13927576.12	1547	14.1713
ERR13927576.13	271	15.1218
ERR13927576.14	1186	14.0481
ERR13927576.15	203	15.7488
ERR13927576.16	289	12.6609
ERR13927576.17	1058	14.5095
ERR13927576.18	1574	14.5642
ERR13927576.19	1542	15.6770
ERR13927576.20	1634	14.9823
ERR13927576.21	425	12.9929
ERR13927576.22	1544	15.3109
ERR13927576.23	1559	14.2842
ERR13927576.24	1570	14.9280
ERR13927576.25	657	16.0000
ERR13927576.26	1561	15.0980
ERR13927576.27	210	14.5000
ERR13927576.28	1602	16.9338
ERR13927576.29	301	13.9302
ERR13927576.30	1563	15.0416
ERR13927576.31	1470	14.3082
ERR13927576.32	1578	15.1952
ERR13927576.33	1548	14.5291
ERR13927576.34	1624	16.2974
ERR13927576.35	211	14.3460
ERR13927576.36	192	11.5417
ERR13927576.37	1577	15.3094
ERR13927576.38	327	13.7278
ERR13927576.39	1565	14.3067
ERR13927576.40	554	13.3484
ERR13927576.41	288	12.6806
ERR13927576.42	589	14.3616
ERR13927576.43	1564	15.7609
ERR13927576.44	244	16.0820
ERR13927576.45	1569	14.6310
ERR13927576.46	1572	14.7869
ERR13927576.47	1561	15.7559
ERR13927576.48	224	15.1875
ERR13927576.49	1537	14.4541
ERR13927576.50	695	15.1957
ERR13927576.51	874	13.4073
ERR13927576.52	1543	14.8691
ERR13927576.53	1611	14.6543
ERR13927576.54	1540	13.7994
ERR13927576.55	1534	14.4218
ERR13927576.56	1096	14.0228
ERR13927576.57	1510	16.1391
ERR13927576.58	887	14.8771
ERR13927576.59	1597	15.5391
ERR13927576.60	1604	14.0667
ERR13927576.61	1555	15.3048
ERR13927576.62	1594	15.6186
ERR13927576.63	1540	13.6584
ERR13927576.64	1565	14.6147
ERR13927576.65	1542	15.2905
ERR13927576.66	1553	13.6297
ERR13927576.67	1588	14.5856
ERR13927576.68	357	14.8263
ERR13927576.69	224	17.1384
ERR13927576.70	1601	16.3960
ERR13927576.71	1573	15.5912
ERR13927576.72	1584	16.4609
ERR13927576.73	1553	13.9775
ERR13927576.74	386	12.2150
ERR13927576.75	1566	14.5121
ERR13927576.76	814	15.1978
ERR13927576.77	1560	13.5385
ERR13927576.78	206	12.8398
ERR13927576.79	338	15.5473
ERR13927576.80	200	14.7000
ERR13927576.81	1554	15.6673
ERR13927576.82	240	14.7667
ERR13927576.83	1543	15.2391
ERR13927576.84	1534	13.9407
ERR13927576.85	1574	15.1169
ERR13927576.86	1543	15.9099
ERR13927576.87	1563	14.4792
ERR13927576.88	1556	14.1767
ERR13927576.89	1581	15.0835
ERR13927576.90	1618	14.9592
ERR13927576.91	1550	15.9865
ERR13927576.92	1546	14.1475
ERR13927576.93	1555	15.2244
ERR13927576.94	1558	15.2683
ERR13927576.95	803	15.9215
ERR13927576.96	190	13.2632
ERR13927576.97	267	15.4906
ERR13927576.98	1530	14.6052
ERR13927576.99	1605	14.0156
ERR13927576.100	1554	14.8752
ERR13927576.101	1535	17.2521
ERR13927576.102	1560	15.3622
ERR13927576.103	1572	13.8003
ERR13927576.104	1576	16.2760
ERR13927576.105	1605	13.9115
ERR13927576.106	1568	14.6945
ERR13927576.107	209	11.7608
ERR13927576.108	1577	13.5948
ERR13927576.109	1542	13.9961
ERR13927576.110	287	14.6655
ERR13927576.111	1559	14.3759
ERR13927576.112	172	12.9593
ERR13927576.113	1606	13.8892
ERR13927576.114	1547	14.3316
ERR13927576.115	248	13.1250
ERR13927576.116	1567	14.0549
ERR13927576.117	1580	15.0595
ERR13927576.118	1568	16.6154
ERR13927576.119	205	14.0537
ERR13927576.120	235	15.2723
ERR13927576.121	1590	15.4346
ERR13927576.122	1562	13.9898
ERR13927576.123	1556	14.5861
ERR13927576.124	233	13.2189
ERR13927576.125	1566	14.4968
ERR13927576.126	170	9.9176
ERR13927576.127	1576	15.7208
ERR13927576.128	274	15.0912
ERR13927576.129	1582	13.9659
ERR13927576.130	1565	15.1776
ERR13927576.131	1571	14.9472
ERR13927576.132	1527	14.2128
ERR13927576.133	1580	15.3614
ERR13927576.134	1540	14.0656
ERR13927576.135	264	16.6780
ERR13927576.136	1545	16.8356
ERR13927576.137	1595	15.3674
ERR13927576.138	863	15.4797
ERR13927576.139	1551	16.9665
ERR13927576.140	1533	16.4436
ERR13927576.141	1563	16.3301
ERR13927576.142	1541	14.7618
ERR13927576.143	1518	14.4341
ERR13927576.144	1588	16.2286
ERR13927576.145	1586	16.4199
ERR13927576.146	1582	16.2611
ERR13927576.147	1538	14.2594
ERR13927576.148	1557	16.1580
ERR13927576.149	1566	14.9994
ERR13927576.150	1532	16.5757
ERR13927576.151	1479	14.9452
ERR13927576.152	1538	16.1723
ERR13927576.153	1558	15.9281
ERR13927576.154	1529	16.1779
ERR13927576.155	1590	16.0522
ERR13927576.156	1551	15.9877
ERR13927576.157	1527	15.4316
ERR13927576.158	1565	16.3476
ERR13927576.159	1537	14.7814
ERR13927576.160	1542	14.7601
ERR13927576.161	1487	15.0437
ERR13927576.162	1548	14.5194
ERR13927576.163	1567	16.5271
ERR13927576.164	1594	16.6863
ERR13927576.165	1565	15.1169
ERR13927576.166	1601	16.0912
ERR13927576.167	329	16.5805
ERR13927576.168	1572	17.3410
ERR13927576.169	1495	15.1445
ERR13927576.170	1529	15.7521
ERR13927576.171	1533	14.7906
ERR13927576.172	1532	15.9243
ERR13927576.173	1572	14.5560
ERR13927576.174	1566	15.2056
