read_id	length	mean_Q
ERR13927346.1	256	11.7344
ERR13927346.2	1550	16.3529
ERR13927346.3	1503	16.9055
ERR13927346.4	1558	15.9788
ERR13927346.5	1550	14.1116
ERR13927346.6	1539	15.4750
ERR13927346.7	1526	14.6265
ERR13927346.8	1577	15.8516
ERR13927346.9	1500	15.5460
ERR13927346.10	1558	15.5109
ERR13927346.11	490	15.2204
ERR13927346.12	1574	14.1957
ERR13927346.13	1603	15.5608
ERR13927346.14	1603	14.5072
ERR13927346.15	1502	15.8815
ERR13927346.16	1535	15.3153
ERR13927346.17	1587	14.1405
ERR13927346.18	1489	14.3808
ERR13927346.19	1574	17.0337
ERR13927346.20	1585	18.1647
ERR13927346.21	1645	18.6723
ERR13927346.22	1616	18.1293
ERR13927346.23	1561	17.3562
ERR13927346.24	1537	15.2655
ERR13927346.25	1545	21.0395
ERR13927346.26	1547	20.3381
ERR13927346.27	283	15.8516
ERR13927346.28	1552	18.7023
ERR13927346.29	1545	19.2524
ERR13927346.30	572	15.0105
ERR13927346.31	1596	17.8628
ERR13927346.32	1585	16.9407
ERR13927346.33	1549	20.4028
ERR13927346.34	1559	16.9557
ERR13927346.35	1546	14.8538
ERR13927346.36	1571	17.4500
ERR13927346.37	1535	17.4306
ERR13927346.38	1559	20.0917
ERR13927346.39	1575	20.1060
ERR13927346.40	1574	19.8418
ERR13927346.41	1565	15.8160
ERR13927346.42	1542	18.7503
ERR13927346.43	1549	15.1666
ERR13927346.44	1568	17.9994
ERR13927346.45	1562	18.5461
ERR13927346.46	1574	19.5133
ERR13927346.47	1162	19.6282
ERR13927346.48	1577	17.5568
ERR13927346.49	1576	15.6034
ERR13927346.50	1565	17.3054
ERR13927346.51	1564	17.5486
ERR13927346.52	1584	19.3542
ERR13927346.53	1582	16.5341
ERR13927346.54	1600	19.2937
ERR13927346.55	1544	15.4747
ERR13927346.56	1576	18.5939
ERR13927346.57	1579	17.8505
ERR13927346.58	1550	18.9632
ERR13927346.59	1523	18.3033
ERR13927346.60	1579	18.9943
ERR13927346.61	1573	17.0388
ERR13927346.62	1528	17.3501
ERR13927346.63	1695	16.0885
ERR13927346.64	1557	14.7206
ERR13927346.65	1590	17.0541
ERR13927346.66	1569	16.1568
ERR13927346.67	1563	19.4536
ERR13927346.68	926	17.3521
ERR13927346.69	1557	17.4579
ERR13927346.70	1548	14.8088
ERR13927346.71	1599	16.0644
ERR13927346.72	1572	17.8874
ERR13927346.73	1596	17.9543
ERR13927346.74	1557	17.5215
ERR13927346.75	1585	21.7129
ERR13927346.76	1596	18.4085
ERR13927346.77	1594	15.2120
ERR13927346.78	947	17.9578
ERR13927346.79	1581	20.2132
ERR13927346.80	1619	14.6028
ERR13927346.81	1565	18.6160
ERR13927346.82	1576	19.8477
ERR13927346.83	1534	19.3761
ERR13927346.84	1564	17.9329
ERR13927346.85	1561	19.2178
ERR13927346.86	1570	18.0032
ERR13927346.87	1571	20.4341
ERR13927346.88	1543	17.6254
ERR13927346.89	1570	15.9866
ERR13927346.90	1550	17.8258
ERR13927346.91	1593	19.1004
ERR13927346.92	1609	18.0609
ERR13927346.93	1582	18.9766
ERR13927346.94	1572	17.6425
ERR13927346.95	1544	17.8400
ERR13927346.96	1568	18.0376
ERR13927346.97	1628	18.8452
ERR13927346.98	1581	19.4991
ERR13927346.99	1594	16.9435
ERR13927346.100	1578	20.3181
ERR13927346.101	1542	18.1556
ERR13927346.102	1577	19.7235
ERR13927346.103	1562	19.3323
ERR13927346.104	1556	17.6260
ERR13927346.105	1573	19.2912
ERR13927346.106	1538	18.1762
ERR13927346.107	1543	17.8185
ERR13927346.108	1551	19.3611
ERR13927346.109	1582	15.4785
ERR13927346.110	1550	14.6452
ERR13927346.111	819	16.8156
ERR13927346.112	1580	19.1139
ERR13927346.113	1590	18.3635
ERR13927346.114	1571	18.0115
ERR13927346.115	1574	18.9860
ERR13927346.116	1553	19.5312
ERR13927346.117	1515	17.1096
ERR13927346.118	1556	15.9524
ERR13927346.119	1508	15.4370
ERR13927346.120	1574	15.0870
ERR13927346.121	1514	14.4690
ERR13927346.122	1550	16.7097
ERR13927346.123	794	18.7343
ERR13927346.124	1607	15.2732
ERR13927346.125	1587	15.0687
ERR13927346.126	1154	16.4575
ERR13927346.127	1573	16.5747
ERR13927346.128	1581	18.5326
ERR13927346.129	1570	17.9567
ERR13927346.130	1561	15.4337
ERR13927346.131	1576	17.4365
ERR13927346.132	622	15.0402
ERR13927346.133	1106	17.6817
ERR13927346.134	1589	17.9717
ERR13927346.135	1571	19.4214
ERR13927346.136	1562	18.9501
ERR13927346.137	1566	18.4515
ERR13927346.138	1547	15.4809
ERR13927346.139	777	15.6422
ERR13927346.140	1560	19.0115
ERR13927346.141	1608	18.8539
ERR13927346.142	1562	19.0480
ERR13927346.143	1571	18.5118
ERR13927346.144	1563	19.3455
ERR13927346.145	962	19.2723
ERR13927346.146	889	16.3510
ERR13927346.147	1554	15.6577
ERR13927346.148	1573	17.4997
ERR13927346.149	1536	20.3099
ERR13927346.150	1430	17.4916
ERR13927346.151	1579	17.4769
ERR13927346.152	1521	17.1039
ERR13927346.153	1539	17.7765
ERR13927346.154	1547	14.8959
ERR13927346.155	1553	14.3838
ERR13927346.156	1574	18.9841
ERR13927346.157	1541	17.4893
ERR13927346.158	1590	17.6893
ERR13927346.159	1576	17.0431
ERR13927346.160	1545	15.9210
ERR13927346.161	1566	17.8570
