read_id	length	mean_Q
ERR13927348.1	1516	18.1788
ERR13927348.2	3149	20.7186
ERR13927348.3	1574	16.7789
ERR13927348.4	1446	15.4537
ERR13927348.5	1544	18.5641
ERR13927348.6	1554	15.2072
ERR13927348.7	426	19.0235
ERR13927348.8	1539	16.0539
ERR13927348.9	1567	15.7103
ERR13927348.10	1570	17.3949
ERR13927348.11	1523	15.4957
ERR13927348.12	197	19.1218
ERR13927348.13	1541	21.0273
ERR13927348.14	1558	18.5668
ERR13927348.15	1550	16.0258
ERR13927348.16	1577	20.8694
ERR13927348.17	1168	16.8553
ERR13927348.18	1535	15.9896
ERR13927348.19	1521	15.1203
ERR13927348.20	1532	16.0052
ERR13927348.21	1621	16.3775
ERR13927348.22	1522	17.1721
ERR13927348.23	2270	23.7401
ERR13927348.24	1551	17.6170
ERR13927348.25	1524	15.1076
ERR13927348.26	1527	15.1683
ERR13927348.27	235	16.9404
ERR13927348.28	1544	17.6865
ERR13927348.29	1569	19.8636
ERR13927348.30	1533	18.4325
ERR13927348.31	1576	19.9638
ERR13927348.32	1580	19.8665
ERR13927348.33	1526	16.7464
ERR13927348.34	1597	15.2242
ERR13927348.35	1540	17.4929
ERR13927348.36	336	16.7262
ERR13927348.37	1604	17.7095
ERR13927348.38	1529	14.8627
ERR13927348.39	1747	17.3343
ERR13927348.40	1534	16.2660
ERR13927348.41	1566	20.0619
ERR13927348.42	1547	17.4518
ERR13927348.43	1549	16.4680
ERR13927348.44	1564	17.9252
ERR13927348.45	1557	15.3738
ERR13927348.46	1519	15.6991
ERR13927348.47	1580	15.6222
ERR13927348.48	1580	17.1633
ERR13927348.49	1434	15.7113
ERR13927348.50	1536	16.1185
ERR13927348.51	1585	19.1363
ERR13927348.52	1582	16.5449
ERR13927348.53	1580	16.9367
ERR13927348.54	1519	16.0039
ERR13927348.55	232	16.1853
ERR13927348.56	1569	16.6322
ERR13927348.57	1577	18.0025
ERR13927348.58	1545	20.6977
ERR13927348.59	1541	16.2771
ERR13927348.60	1554	15.4183
ERR13927348.61	1490	16.5188
ERR13927348.62	360	17.6111
ERR13927348.63	1445	17.8782
ERR13927348.64	1541	17.0668
ERR13927348.65	1563	15.4024
ERR13927348.66	1534	15.1186
ERR13927348.67	1548	17.9470
ERR13927348.68	1558	17.0860
ERR13927348.69	354	15.2006
ERR13927348.70	1576	18.8115
ERR13927348.71	1546	15.2147
ERR13927348.72	1574	14.9682
ERR13927348.73	1567	15.9955
ERR13927348.74	1536	15.7904
ERR13927348.75	1122	15.9679
ERR13927348.76	1554	15.6030
ERR13927348.77	1551	17.5358
ERR13927348.78	1421	15.1288
ERR13927348.79	1525	16.2341
ERR13927348.80	1556	15.9807
ERR13927348.81	1579	15.4421
ERR13927348.82	952	17.4296
ERR13927348.83	1577	16.5365
ERR13927348.84	1587	15.6875
ERR13927348.85	1567	17.7269
ERR13927348.86	1571	17.1642
ERR13927348.87	1608	17.4030
ERR13927348.88	1565	18.9208
ERR13927348.89	1541	15.2472
ERR13927348.90	1545	15.7689
ERR13927348.91	1560	16.7833
ERR13927348.92	1580	15.6487
ERR13927348.93	1578	18.1096
ERR13927348.94	1583	18.7372
ERR13927348.95	1550	16.4361
ERR13927348.96	1533	19.0085
