read_id	length	mean_Q
ERR13927335.1	1564	18.7072
ERR13927335.2	1582	19.2705
ERR13927335.3	1573	21.0083
ERR13927335.4	1565	18.7553
ERR13927335.5	1562	18.2478
ERR13927335.6	1563	16.1286
ERR13927335.7	1564	20.7679
ERR13927335.8	1579	19.3452
ERR13927335.9	1598	19.4468
ERR13927335.10	1587	19.4663
ERR13927335.11	1565	18.9476
ERR13927335.12	1585	18.4391
ERR13927335.13	1565	17.8198
ERR13927335.14	1523	16.0873
ERR13927335.15	1502	19.0340
ERR13927335.16	1540	20.2500
ERR13927335.17	1586	14.7541
ERR13927335.18	1551	17.8349
ERR13927335.19	1566	21.0300
ERR13927335.20	1563	19.4888
ERR13927335.21	1572	16.6698
ERR13927335.22	1546	18.8312
ERR13927335.23	1584	21.1843
ERR13927335.24	1578	18.1331
ERR13927335.25	1582	18.1631
ERR13927335.26	1565	16.8818
ERR13927335.27	1567	21.7977
ERR13927335.28	1570	20.9268
ERR13927335.29	1560	20.9859
ERR13927335.30	1569	20.1549
ERR13927335.31	1566	17.3614
ERR13927335.32	1581	20.7318
ERR13927335.33	805	18.0932
ERR13927335.34	967	13.9566
ERR13927335.35	1573	19.3185
ERR13927335.36	1550	16.6677
ERR13927335.37	1575	18.6711
ERR13927335.38	1556	18.7397
ERR13927335.39	1610	18.8348
ERR13927335.40	1550	15.4858
ERR13927335.41	1528	20.5275
ERR13927335.42	1577	21.3938
ERR13927335.43	1546	17.2296
ERR13927335.44	1486	20.9758
ERR13927335.45	1587	21.3781
ERR13927335.46	1595	17.0884
ERR13927335.47	1567	18.2795
ERR13927335.48	1556	18.4402
ERR13927335.49	1557	16.5350
ERR13927335.50	1621	16.1999
ERR13927335.51	1572	21.4949
ERR13927335.52	1547	17.2366
ERR13927335.53	1563	19.1459
ERR13927335.54	1573	18.3929
ERR13927335.55	1572	16.9987
ERR13927335.56	1584	16.9823
ERR13927335.57	1579	20.1900
ERR13927335.58	1572	19.2385
ERR13927335.59	1292	18.5851
ERR13927335.60	1588	18.5157
ERR13927335.61	1586	20.0454
ERR13927335.62	1565	20.9112
ERR13927335.63	1532	16.5078
ERR13927335.64	1590	21.0591
ERR13927335.65	1540	16.4740
ERR13927335.66	1584	18.7544
ERR13927335.67	1659	18.6799
ERR13927335.68	1585	19.6808
ERR13927335.69	1618	18.6934
ERR13927335.70	1583	18.2767
ERR13927335.71	1589	18.5532
ERR13927335.72	518	18.6371
ERR13927335.73	1588	20.1115
ERR13927335.74	1573	18.9345
ERR13927335.75	1566	21.8091
ERR13927335.76	1580	20.8247
ERR13927335.77	1579	15.5769
ERR13927335.78	245	14.5592
ERR13927335.79	1594	18.3683
ERR13927335.80	1558	19.9050
ERR13927335.81	1581	20.2195
ERR13927335.82	1606	18.9614
ERR13927335.83	884	18.2647
ERR13927335.84	1426	19.4383
ERR13927335.85	1585	20.1817
ERR13927335.86	1588	20.0321
ERR13927335.87	1569	19.0586
ERR13927335.88	1590	18.0648
ERR13927335.89	1554	16.5907
ERR13927335.90	1577	20.0907
ERR13927335.91	1591	20.0616
ERR13927335.92	1568	20.7889
ERR13927335.93	1596	17.7155
ERR13927335.94	1561	15.0692
ERR13927335.95	1563	19.4389
ERR13927335.96	1551	18.0574
ERR13927335.97	1556	20.4389
ERR13927335.98	1563	19.2092
ERR13927335.99	1572	21.5032
ERR13927335.100	1520	17.4711
ERR13927335.101	1590	21.3830
ERR13927335.102	1562	19.9545
ERR13927335.103	1562	20.0352
ERR13927335.104	1593	16.6497
ERR13927335.105	1562	19.4731
ERR13927335.106	1570	18.3885
ERR13927335.107	1571	16.5181
ERR13927335.108	193	18.1762
ERR13927335.109	1554	19.4003
ERR13927335.110	1618	18.6199
ERR13927335.111	1543	18.1789
ERR13927335.112	1584	20.9848
ERR13927335.113	1561	15.3370
ERR13927335.114	1579	16.6928
ERR13927335.115	1569	15.8585
ERR13927335.116	1689	15.7614
ERR13927335.117	1579	19.3053
ERR13927335.118	1613	18.7675
ERR13927335.119	1545	16.1942
