read_id	length	mean_Q
ERR13926678.1	1194	18.3283
ERR13926678.2	1552	15.7719
ERR13926678.3	1579	19.6409
ERR13926678.4	1568	17.3316
ERR13926678.5	1559	17.0513
ERR13926678.6	1556	18.3907
ERR13926678.7	1628	19.9054
ERR13926678.8	366	12.2869
ERR13926678.9	1591	18.5550
ERR13926678.10	823	16.5966
ERR13926678.11	1704	16.6538
ERR13926678.12	1557	17.4740
ERR13926678.13	1579	19.3338
ERR13926678.14	1541	14.1110
ERR13926678.15	1609	17.6756
ERR13926678.16	1593	18.4275
ERR13926678.17	1568	14.5702
ERR13926678.18	1502	17.0346
ERR13926678.19	1560	17.6295
ERR13926678.20	1562	13.9545
ERR13926678.21	1581	16.2277
ERR13926678.22	236	14.5466
ERR13926678.23	1021	15.8688
ERR13926678.24	1056	16.2131
ERR13926678.25	1156	18.3149
ERR13926678.26	1569	16.1007
ERR13926678.27	1187	17.4718
ERR13926678.28	772	14.9974
ERR13926678.29	287	22.8188
ERR13926678.30	1606	16.4720
ERR13926678.31	249	12.5301
ERR13926678.32	528	15.3466
ERR13926678.33	1603	18.0724
ERR13926678.34	1578	17.3986
ERR13926678.35	264	18.6477
ERR13926678.36	1436	15.7263
ERR13926678.37	1537	17.1327
ERR13926678.38	1582	16.8483
ERR13926678.39	1391	19.8095
ERR13926678.40	1583	18.1522
ERR13926678.41	633	14.0237
ERR13926678.42	1596	16.5708
ERR13926678.43	974	16.6478
ERR13926678.44	1578	17.1255
ERR13926678.45	204	11.7990
ERR13926678.46	1697	15.7761
ERR13926678.47	1607	17.0149
ERR13926678.48	787	19.1919
ERR13926678.49	1529	16.5363
ERR13926678.50	905	16.4972
ERR13926678.51	1586	17.5675
ERR13926678.52	1967	15.8963
ERR13926678.53	1556	18.3445
ERR13926678.54	1496	19.1705
ERR13926678.55	1589	15.6683
ERR13926678.56	1598	19.0382
ERR13926678.57	1597	14.6412
ERR13926678.58	291	18.1581
ERR13926678.59	1551	17.4642
ERR13926678.60	1506	18.9542
ERR13926678.61	1593	16.4087
ERR13926678.62	894	15.8870
ERR13926678.63	855	17.4456
ERR13926678.64	1573	17.7444
ERR13926678.65	1595	16.2082
ERR13926678.66	1611	17.0844
ERR13926678.67	1600	16.4350
ERR13926678.68	1564	16.2379
ERR13926678.69	1577	19.3672
ERR13926678.70	202	18.3663
ERR13926678.71	1568	18.0083
ERR13926678.72	1564	15.6701
ERR13926678.73	951	18.6877
ERR13926678.74	408	15.6029
ERR13926678.75	1573	14.7788
ERR13926678.76	964	16.6515
ERR13926678.77	373	15.1153
ERR13926678.78	1316	15.6011
ERR13926678.79	123	13.0813
ERR13926678.80	1578	15.7041
ERR13926678.81	1571	15.4806
ERR13926678.82	1562	16.8335
ERR13926678.83	1516	14.7665
ERR13926678.84	124	13.1210
ERR13926678.85	1617	16.5189
ERR13926678.86	1098	17.0209
ERR13926678.87	1430	16.5427
ERR13926678.88	1627	17.3239
ERR13926678.89	1527	17.5435
ERR13926678.90	203	15.7241
ERR13926678.91	1950	18.1759
ERR13926678.92	1578	18.4195
ERR13926678.93	1532	16.2291
ERR13926678.94	1573	15.4139
ERR13926678.95	1595	17.7981
ERR13926678.96	913	16.8499
ERR13926678.97	1564	17.2340
ERR13926678.98	1508	15.7520
ERR13926678.99	1576	17.5051
ERR13926678.100	1552	18.9633
ERR13926678.101	1561	17.2562
ERR13926678.102	284	15.8345
ERR13926678.103	1589	16.5714
ERR13926678.104	1526	17.5714
ERR13926678.105	1546	16.8402
ERR13926678.106	1563	18.8772
ERR13926678.107	1569	16.9598
ERR13926678.108	1601	17.0750
ERR13926678.109	1205	17.0299
ERR13926678.110	1528	16.3730
ERR13926678.111	465	18.0495
ERR13926678.112	1576	16.2989
ERR13926678.113	1571	16.3851
ERR13926678.114	1594	16.6543
ERR13926678.115	1562	18.3662
ERR13926678.116	1582	15.4140
ERR13926678.117	1509	17.3863
ERR13926678.118	1534	14.8716
ERR13926678.119	1573	18.3172
ERR13926678.120	1496	15.4111
ERR13926678.121	1607	18.2788
ERR13926678.122	1652	14.9703
ERR13926678.123	1582	18.4836
ERR13926678.124	1596	16.7701
ERR13926678.125	1581	17.8065
ERR13926678.126	264	17.7917
ERR13926678.127	1560	18.4763
ERR13926678.128	1543	16.9883
ERR13926678.129	1581	15.0057
ERR13926678.130	291	15.3780
ERR13926678.131	1590	15.7943
ERR13926678.132	688	15.1904
ERR13926678.133	1724	16.6270
ERR13926678.134	1591	17.8259
ERR13926678.135	223	14.1928
ERR13926678.136	1573	15.8735
ERR13926678.137	1531	16.0745
ERR13926678.138	1583	17.5199
ERR13926678.139	1543	15.0583
ERR13926678.140	1568	15.1773
ERR13926678.141	719	17.3268
ERR13926678.142	1539	20.8739
ERR13926678.143	1440	17.9111
ERR13926678.144	924	17.1006
ERR13926678.145	1565	14.3022
ERR13926678.146	1565	17.2537
ERR13926678.147	1205	15.5145
ERR13926678.148	1545	15.1780
ERR13926678.149	1558	17.8556
ERR13926678.150	1615	15.8743
ERR13926678.151	1576	14.9226
ERR13926678.152	1471	17.9606
ERR13926678.153	2370	24.9814
ERR13926678.154	1556	17.8734
ERR13926678.155	1589	18.3172
ERR13926678.156	514	16.8171
ERR13926678.157	595	12.7227
ERR13926678.158	1592	15.9560
ERR13926678.159	159	14.5220
ERR13926678.160	1580	16.3146
ERR13926678.161	1555	17.1061
ERR13926678.162	1560	19.5340
ERR13926678.163	1568	19.2277
ERR13926678.164	933	17.3226
ERR13926678.165	1576	15.5901
ERR13926678.166	1572	15.8531
ERR13926678.167	1569	15.7298
ERR13926678.168	1560	16.9301
ERR13926678.169	1512	15.9610
ERR13926678.170	1496	16.3262
ERR13926678.171	1512	15.5384
ERR13926678.172	1370	14.3949
ERR13926678.173	1593	14.4626
ERR13926678.174	1577	16.2860
ERR13926678.175	1482	14.9049
ERR13926678.176	1603	15.9083
ERR13926678.177	1518	16.9091
ERR13926678.178	1565	17.6537
ERR13926678.179	1549	17.7837
ERR13926678.180	1405	16.2954
ERR13926678.181	1556	17.9280
ERR13926678.182	363	17.3912
ERR13926678.183	1532	17.2591
ERR13926678.184	504	16.9246
ERR13926678.185	1600	16.3163
ERR13926678.186	1596	16.0771
ERR13926678.187	1586	14.7087
ERR13926678.188	1546	17.4968
ERR13926678.189	1566	17.0849
ERR13926678.190	1593	16.2203
ERR13926678.191	1468	14.4666
ERR13926678.192	1632	16.4387
ERR13926678.193	1488	14.0477
ERR13926678.194	452	14.3075
ERR13926678.195	1595	19.4947
ERR13926678.196	1544	15.8394
ERR13926678.197	1519	16.5109
ERR13926678.198	1591	15.5519
ERR13926678.199	180	16.3889
ERR13926678.200	1595	17.6997
ERR13926678.201	1576	18.4188
ERR13926678.202	1554	19.5283
ERR13926678.203	956	16.2782
ERR13926678.204	1762	16.0607
ERR13926678.205	1255	15.0669
ERR13926678.206	1523	17.4957
ERR13926678.207	1568	16.1926
ERR13926678.208	1584	18.7045
ERR13926678.209	1577	15.9233
ERR13926678.210	345	17.6725
ERR13926678.211	1574	19.3888
ERR13926678.212	1606	15.1034
ERR13926678.213	1520	19.2033
ERR13926678.214	1563	16.5022
ERR13926678.215	1594	18.3193
ERR13926678.216	1326	17.6335
ERR13926678.217	3201	21.7117
ERR13926678.218	1569	20.1625
ERR13926678.219	1723	20.2589
ERR13926678.220	1588	18.3728
ERR13926678.221	1615	16.3282
ERR13926678.222	1599	15.5578
ERR13926678.223	1597	15.7001
ERR13926678.224	1552	19.2023
ERR13926678.225	1461	15.0356
ERR13926678.226	1585	15.8404
ERR13926678.227	1604	17.4975
ERR13926678.228	1175	16.1617
ERR13926678.229	1605	14.9308
ERR13926678.230	281	15.5943
ERR13926678.231	350	13.6886
ERR13926678.232	1541	14.0753
ERR13926678.233	1561	16.9161
ERR13926678.234	1526	17.2117
ERR13926678.235	1545	17.2052
ERR13926678.236	551	19.7913
ERR13926678.237	1494	16.0174
ERR13926678.238	1531	17.2724
ERR13926678.239	1529	15.4022
ERR13926678.240	1333	16.2191
ERR13926678.241	1527	16.2050
ERR13926678.242	1526	15.6206
ERR13926678.243	1611	16.0174
ERR13926678.244	321	13.2835
ERR13926678.245	1799	19.6520
ERR13926678.246	1507	16.2502
ERR13926678.247	1561	17.0256
ERR13926678.248	1621	17.5577
ERR13926678.249	1589	14.3254
ERR13926678.250	1571	17.9994
ERR13926678.251	1588	15.0605
ERR13926678.252	1558	15.4089
ERR13926678.253	469	13.8060
ERR13926678.254	1508	15.7009
ERR13926678.255	157	13.3758
ERR13926678.256	1590	17.5704
ERR13926678.257	1508	16.9324
ERR13926678.258	1562	16.7190
ERR13926678.259	1592	19.8417
ERR13926678.260	1558	17.2073
ERR13926678.261	1323	17.0801
ERR13926678.262	1610	17.7981
ERR13926678.263	1538	15.5241
ERR13926678.264	1283	16.5277
ERR13926678.265	1554	14.7033
ERR13926678.266	1613	18.1308
ERR13926678.267	857	17.0397
ERR13926678.268	1607	15.6409
ERR13926678.269	1549	20.3957
ERR13926678.270	1609	16.1069
ERR13926678.271	1037	15.7927
ERR13926678.272	1513	17.4329
ERR13926678.273	1551	17.2805
ERR13926678.274	1547	16.4777
ERR13926678.275	1603	18.9769
ERR13926678.276	1596	17.9987
ERR13926678.277	1437	17.6110
ERR13926678.278	1524	15.1995
ERR13926678.279	1564	14.8421
ERR13926678.280	1538	15.6573
ERR13926678.281	1486	14.8015
ERR13926678.282	1575	18.2616
ERR13926678.283	433	19.3949
ERR13926678.284	1582	16.6612
ERR13926678.285	1473	13.9905
ERR13926678.286	1590	15.3553
ERR13926678.287	223	15.1435
ERR13926678.288	1505	15.2831
ERR13926678.289	1558	17.1791
ERR13926678.290	1539	15.8005
ERR13926678.291	1529	15.6991
ERR13926678.292	1558	16.2677
ERR13926678.293	1562	17.3841
ERR13926678.294	1487	16.8332
ERR13926678.295	1109	15.3931
ERR13926678.296	1567	16.1174
