read_id	length	mean_Q
ERR13927441.1	1571	19.6518
ERR13927441.2	1559	20.4638
ERR13927441.3	1449	19.6460
ERR13927441.4	1543	16.2210
ERR13927441.5	1495	19.2769
ERR13927441.6	1570	18.1643
ERR13927441.7	1556	19.1523
ERR13927441.8	1561	16.1518
ERR13927441.9	1547	20.8746
ERR13927441.10	1269	17.2254
ERR13927441.11	1568	18.8106
ERR13927441.12	935	16.4631
ERR13927441.13	310	14.3194
ERR13927441.14	1252	18.0399
ERR13927441.15	1593	20.2837
ERR13927441.16	1592	19.1784
ERR13927441.17	1558	19.6483
ERR13927441.18	1568	18.6244
ERR13927441.19	600	14.9567
ERR13927441.20	1577	19.2397
ERR13927441.21	1550	20.9626
ERR13927441.22	451	18.2195
ERR13927441.23	1557	19.4534
ERR13927441.24	404	15.5223
ERR13927441.25	1571	19.2648
ERR13927441.26	1585	17.9653
ERR13927441.27	1548	18.1363
ERR13927441.28	1566	18.3001
ERR13927441.29	1566	20.2024
ERR13927441.30	1580	18.0335
ERR13927441.31	1565	20.0070
ERR13927441.32	813	21.5769
ERR13927441.33	1548	14.3837
ERR13927441.34	567	14.9665
ERR13927441.35	1593	18.9535
ERR13927441.36	1569	19.1797
ERR13927441.37	1569	18.3983
ERR13927441.38	1031	18.0601
ERR13927441.39	474	14.4304
ERR13927441.40	1325	17.2815
ERR13927441.41	1570	19.1217
ERR13927441.42	1435	22.0035
ERR13927441.43	984	18.0732
ERR13927441.44	1391	18.5219
ERR13927441.45	1566	20.2305
ERR13927441.46	1567	20.9407
ERR13927441.47	1141	15.5110
ERR13927441.48	1359	18.3304
ERR13927441.49	1584	19.3883
ERR13927441.50	1610	20.7764
ERR13927441.51	1567	18.7677
ERR13927441.52	1542	15.9909
ERR13927441.53	229	15.3843
ERR13927441.54	1568	17.2793
ERR13927441.55	1021	18.7228
ERR13927441.56	1169	17.2609
ERR13927441.57	1552	15.8537
ERR13927441.58	1565	18.1399
ERR13927441.59	1582	21.3464
ERR13927441.60	1555	16.7305
ERR13927441.61	1570	16.8975
ERR13927441.62	1583	17.5401
ERR13927441.63	729	14.9904
ERR13927441.64	1561	19.0122
ERR13927441.65	1543	19.0907
ERR13927441.66	1572	19.5732
ERR13927441.67	1582	16.0917
ERR13927441.68	1582	18.1757
ERR13927441.69	1565	17.7981
ERR13927441.70	1584	18.4792
ERR13927441.71	830	15.6120
ERR13927441.72	990	16.4869
ERR13927441.73	1653	17.7780
ERR13927441.74	837	15.0311
ERR13927441.75	1559	18.2457
ERR13927441.76	3167	17.5800
ERR13927441.77	566	17.7933
ERR13927441.78	1544	18.3983
ERR13927441.79	1586	19.4931
ERR13927441.80	1577	17.1046
ERR13927441.81	1570	20.0070
ERR13927441.82	808	18.5050
ERR13927441.83	1580	19.2918
ERR13927441.84	1557	18.6012
ERR13927441.85	1571	20.6200
ERR13927441.86	611	18.4190
ERR13927441.87	1529	16.0445
ERR13927441.88	1592	20.2085
ERR13927441.89	1575	19.2121
ERR13927441.90	1259	18.1469
ERR13927441.91	1560	15.2314
ERR13927441.92	1510	15.9954
ERR13927441.93	1552	19.7494
ERR13927441.94	1562	20.9315
ERR13927441.95	1550	20.4200
ERR13927441.96	1585	17.1079
