read_id	length	mean_Q
ERR13927572.1	1552	14.8976
ERR13927572.2	214	15.1636
ERR13927572.3	1549	15.0788
ERR13927572.4	227	11.5507
ERR13927572.5	1389	18.3665
ERR13927572.6	1487	15.0881
ERR13927572.7	207	14.7826
ERR13927572.8	1533	15.4605
ERR13927572.9	1631	15.9546
ERR13927572.10	1568	14.6747
ERR13927572.11	1597	15.6556
ERR13927572.12	1372	15.0481
ERR13927572.13	1508	14.9244
ERR13927572.14	1572	16.8899
ERR13927572.15	336	15.1667
ERR13927572.16	1540	14.3584
ERR13927572.17	1567	15.4735
ERR13927572.18	197	13.5939
ERR13927572.19	1568	14.3597
ERR13927572.20	1776	17.2123
ERR13927572.21	905	16.4011
ERR13927572.22	1565	14.9029
ERR13927572.23	550	16.8564
ERR13927572.24	1598	15.0732
ERR13927572.25	1595	15.7179
ERR13927572.26	1620	15.2111
ERR13927572.27	206	13.8447
ERR13927572.28	1538	15.3654
ERR13927572.29	1594	16.3294
ERR13927572.30	1577	16.5187
ERR13927572.31	1553	15.0476
ERR13927572.32	180	12.6833
ERR13927572.33	1254	18.4059
ERR13927572.34	1532	16.9987
ERR13927572.35	1551	15.6422
ERR13927572.36	1542	14.2510
ERR13927572.37	1506	15.4728
ERR13927572.38	213	12.8732
ERR13927572.39	1570	15.2968
ERR13927572.40	310	15.9323
ERR13927572.41	212	12.2028
ERR13927572.42	1599	14.8518
ERR13927572.43	198	18.5657
ERR13927572.44	430	14.9465
ERR13927572.45	1587	15.8979
ERR13927572.46	1534	15.7360
ERR13927572.47	1566	15.5045
ERR13927572.48	1573	16.8938
ERR13927572.49	1558	15.7901
ERR13927572.50	1526	14.7333
ERR13927572.51	266	12.9812
ERR13927572.52	195	15.1179
ERR13927572.53	186	11.6075
ERR13927572.54	1547	15.2256
ERR13927572.55	1817	17.7050
ERR13927572.56	1564	14.8197
ERR13927572.57	1517	14.0903
ERR13927572.58	1465	15.0765
ERR13927572.59	1565	16.4326
ERR13927572.60	1581	16.7331
ERR13927572.61	1555	15.4547
ERR13927572.62	1591	16.1351
ERR13927572.63	198	17.6162
ERR13927572.64	1567	17.5648
ERR13927572.65	386	15.3446
ERR13927572.66	1637	15.3183
ERR13927572.67	604	15.1341
ERR13927572.68	1560	15.7622
ERR13927572.69	1560	16.1724
ERR13927572.70	1523	14.7420
ERR13927572.71	1535	15.2404
ERR13927572.72	1538	14.6710
ERR13927572.73	1575	15.2337
ERR13927572.74	1574	14.7643
ERR13927572.75	258	16.4922
ERR13927572.76	1591	15.7178
ERR13927572.77	1585	15.3262
ERR13927572.78	1653	15.8808
ERR13927572.79	1571	14.7479
ERR13927572.80	1331	16.3779
ERR13927572.81	1206	14.8823
ERR13927572.82	1546	14.9470
ERR13927572.83	1570	14.9414
ERR13927572.84	287	15.7979
ERR13927572.85	211	15.0711
ERR13927572.86	1523	13.9829
ERR13927572.87	271	14.6605
ERR13927572.88	1583	14.7435
ERR13927572.89	201	13.0348
ERR13927572.90	1560	14.3013
ERR13927572.91	1593	15.3886
ERR13927572.92	1564	17.0997
ERR13927572.93	401	15.2444
ERR13927572.94	1556	16.2519
ERR13927572.95	1523	16.5620
ERR13927572.96	1549	15.5655
ERR13927572.97	1544	15.6056
ERR13927572.98	1550	16.8600
ERR13927572.99	1549	16.5907
ERR13927572.100	1449	15.4755
ERR13927572.101	161	13.5093
ERR13927572.102	1541	15.5918
ERR13927572.103	1522	14.3968
ERR13927572.104	1526	14.0813
ERR13927572.105	1015	16.1576
ERR13927572.106	1536	15.3919
ERR13927572.107	1524	16.3215
ERR13927572.108	205	16.9024
ERR13927572.109	1635	15.3817
ERR13927572.110	1492	15.5315
ERR13927572.111	1552	15.4858
ERR13927572.112	1520	16.8204
ERR13927572.113	219	12.7443
ERR13927572.114	1536	15.1686
ERR13927572.115	1578	14.8346
ERR13927572.116	1601	15.2823
ERR13927572.117	264	13.9053
ERR13927572.118	1503	14.7778
ERR13927572.119	1520	15.6033
ERR13927572.120	1537	16.8848
ERR13927572.121	1576	15.8978
ERR13927572.122	1396	19.6712
ERR13927572.123	1559	14.8095
ERR13927572.124	1611	15.0962
ERR13927572.125	1548	15.9819
ERR13927572.126	1436	15.6734
ERR13927572.127	1539	15.6264
ERR13927572.128	1584	16.9400
ERR13927572.129	1549	14.9729
ERR13927572.130	1573	14.8481
ERR13927572.131	1581	14.3662
ERR13927572.132	1544	15.2468
ERR13927572.133	1542	15.7970
ERR13927572.134	1536	15.1309
ERR13927572.135	301	13.0066
ERR13927572.136	1537	15.6610
ERR13927572.137	1522	15.3601
ERR13927572.138	1587	16.9943
ERR13927572.139	1071	15.2642
ERR13927572.140	1555	16.0823
ERR13927572.141	1549	15.1097
ERR13927572.142	1556	14.6060
ERR13927572.143	201	14.2537
ERR13927572.144	448	14.9018
ERR13927572.145	1599	15.8856
ERR13927572.146	1526	15.6625
ERR13927572.147	1575	15.4679
ERR13927572.148	510	18.2314
ERR13927572.149	1501	15.0966
ERR13927572.150	1507	14.5435
ERR13927572.151	1540	15.1636
ERR13927572.152	1533	16.8089
ERR13927572.153	1556	16.3156
ERR13927572.154	1584	13.9495
ERR13927572.155	1556	15.3573
ERR13927572.156	1535	14.9857
ERR13927572.157	1406	17.4659
ERR13927572.158	1558	14.7266
ERR13927572.159	1419	15.1240
ERR13927572.160	1543	15.6118
ERR13927572.161	1561	15.6694
ERR13927572.162	170	12.3824
ERR13927572.163	1547	16.1383
ERR13927572.164	1746	19.8975
ERR13927572.165	1567	14.7939
ERR13927572.166	1658	15.3112
ERR13927572.167	1535	15.0795
ERR13927572.168	1571	15.0662
ERR13927572.169	176	15.0341
ERR13927572.170	1602	15.6124
ERR13927572.171	1482	15.0850
ERR13927572.172	1581	15.3397
ERR13927572.173	282	15.8085
ERR13927572.174	1591	14.6336
ERR13927572.175	1591	15.3080
ERR13927572.176	1570	16.5637
ERR13927572.177	1557	14.4130
