read_id	length	mean_Q
ERR13926710.1	1557	19.2601
ERR13926710.2	1577	17.9505
ERR13926710.3	1574	23.3399
ERR13926710.4	1486	22.0310
ERR13926710.5	1546	16.9075
ERR13926710.6	1584	16.2431
ERR13926710.7	1588	21.7437
ERR13926710.8	1595	18.9310
ERR13926710.9	1581	22.6300
ERR13926710.10	1622	17.8132
ERR13926710.11	1523	15.5003
ERR13926710.12	1340	20.5896
ERR13926710.13	1539	21.7394
ERR13926710.14	1626	20.5117
ERR13926710.15	1500	21.0653
ERR13926710.16	1590	17.3421
ERR13926710.17	1577	20.4737
ERR13926710.18	1569	17.7737
ERR13926710.19	3286	21.7343
ERR13926710.20	1621	17.6237
ERR13926710.21	1563	23.2354
ERR13926710.22	1565	20.8134
ERR13926710.23	1578	23.7928
ERR13926710.24	1563	22.7786
ERR13926710.25	1625	22.6086
ERR13926710.26	1594	23.2635
ERR13926710.27	1598	20.3811
ERR13926710.28	1607	22.2346
ERR13926710.29	1619	22.4200
ERR13926710.30	1598	23.4155
ERR13926710.31	1614	23.6462
ERR13926710.32	1599	23.5310
ERR13926710.33	1610	22.5571
ERR13926710.34	1594	24.4316
ERR13926710.35	617	20.7536
ERR13926710.36	1570	24.2783
ERR13926710.37	1013	17.8351
ERR13926710.38	402	17.9652
ERR13926710.39	1602	17.6617
ERR13926710.40	3107	21.4017
ERR13926710.41	1599	21.1338
ERR13926710.42	1535	18.7590
ERR13926710.43	1622	24.0740
ERR13926710.44	1574	20.9803
ERR13926710.45	1585	24.3161
ERR13926710.46	1563	22.2431
ERR13926710.47	1571	21.9701
ERR13926710.48	1298	17.3783
ERR13926710.49	985	19.1746
ERR13926710.50	1588	21.9062
ERR13926710.51	1568	20.8438
ERR13926710.52	1617	23.0940
ERR13926710.53	1565	25.4134
ERR13926710.54	1607	23.8755
ERR13926710.55	1575	25.0889
ERR13926710.56	1549	21.0219
ERR13926710.57	1557	22.6808
ERR13926710.58	1564	22.6061
ERR13926710.59	1592	21.4994
ERR13926710.60	1610	19.9137
ERR13926710.61	1607	17.7816
ERR13926710.62	1602	22.7921
ERR13926710.63	1570	20.5955
ERR13926710.64	1541	19.2842
ERR13926710.65	1572	23.1393
ERR13926710.66	1573	21.6357
ERR13926710.67	1571	20.3806
ERR13926710.68	1565	19.1335
ERR13926710.69	1621	22.3109
ERR13926710.70	1606	23.4664
ERR13926710.71	643	21.3297
ERR13926710.72	1626	24.4576
ERR13926710.73	3133	16.6623
ERR13926710.74	1603	24.5059
ERR13926710.75	1620	21.4346
ERR13926710.76	1591	22.0547
ERR13926710.77	1580	23.0241
ERR13926710.78	1611	22.0602
ERR13926710.79	770	22.4974
ERR13926710.80	1618	22.2108
ERR13926710.81	1596	19.4862
ERR13926710.82	1575	20.2070
ERR13926710.83	1606	19.3524
ERR13926710.84	1589	22.7571
ERR13926710.85	1615	20.2755
ERR13926710.86	1558	20.2336
ERR13926710.87	1593	22.8462
ERR13926710.88	1607	21.1854
ERR13926710.89	1603	20.7679
ERR13926710.90	1590	22.6805
ERR13926710.91	1582	23.2876
ERR13926710.92	1587	21.9414
ERR13926710.93	1622	22.7645
ERR13926710.94	1552	23.3383
ERR13926710.95	1624	21.4335
ERR13926710.96	1563	20.2790
ERR13926710.97	1555	22.4141
ERR13926710.98	1592	24.6878
ERR13926710.99	1564	20.0761
ERR13926710.100	1608	23.9223
ERR13926710.101	1680	18.5452
ERR13926710.102	1619	19.5207
ERR13926710.103	1590	18.2119
ERR13926710.104	1356	22.5841
ERR13926710.105	1133	18.7149
ERR13926710.106	1575	20.5410
ERR13926710.107	1622	23.0857
ERR13926710.108	1619	24.4867
ERR13926710.109	1587	22.3472
ERR13926710.110	1566	24.3525
ERR13926710.111	1614	23.5979
ERR13926710.112	1562	20.6690
ERR13926710.113	1615	21.6124
ERR13926710.114	1583	21.0929
ERR13926710.115	1604	23.9900
ERR13926710.116	1609	24.1585
ERR13926710.117	1496	16.8603
ERR13926710.118	1586	16.1009
ERR13926710.119	1611	22.8821
ERR13926710.120	1572	21.9135
ERR13926710.121	1586	24.8916
ERR13926710.122	1566	22.8487
ERR13926710.123	1604	21.1901
ERR13926710.124	1600	16.6256
ERR13926710.125	1583	21.3114
ERR13926710.126	1580	24.1785
ERR13926710.127	1539	21.3190
ERR13926710.128	1555	19.4611
ERR13926710.129	1555	21.4399
ERR13926710.130	1573	22.7819
ERR13926710.131	1636	20.6345
ERR13926710.132	1610	21.5255
