read_id	length	mean_Q
ERR13927197.1	1588	14.6744
ERR13927197.2	1544	15.2092
ERR13927197.3	1585	15.4927
ERR13927197.4	500	16.1280
ERR13927197.5	251	15.1076
ERR13927197.6	208	11.1779
ERR13927197.7	1581	14.7261
ERR13927197.8	1612	15.0354
ERR13927197.9	1557	14.7322
ERR13927197.10	1543	13.9611
ERR13927197.11	1503	13.8184
ERR13927197.12	1568	14.3112
ERR13927197.13	1569	15.3136
ERR13927197.14	1591	14.6926
ERR13927197.15	1556	13.8779
ERR13927197.16	1581	15.5364
ERR13927197.17	1557	14.6313
ERR13927197.18	1557	16.5511
ERR13927197.19	218	14.3853
ERR13927197.20	1307	16.6213
ERR13927197.21	540	12.5870
ERR13927197.22	800	14.6188
ERR13927197.23	267	13.3558
ERR13927197.24	1594	15.9059
ERR13927197.25	1532	14.5509
ERR13927197.26	1597	15.1490
ERR13927197.27	1566	16.6954
ERR13927197.28	1602	15.2566
ERR13927197.29	611	13.8282
ERR13927197.30	1556	14.1979
ERR13927197.31	1559	13.9570
ERR13927197.32	966	13.9379
ERR13927197.33	1741	15.5870
ERR13927197.34	319	13.6395
ERR13927197.35	222	15.8964
ERR13927197.36	1548	13.9470
ERR13927197.37	1610	13.6012
ERR13927197.38	1609	13.9826
ERR13927197.39	1581	13.3447
ERR13927197.40	657	15.3683
ERR13927197.41	1534	14.0163
ERR13927197.42	1601	15.3098
ERR13927197.43	1577	14.0672
ERR13927197.44	1573	14.4425
ERR13927197.45	1533	15.6751
ERR13927197.46	680	14.2647
ERR13927197.47	289	16.0311
ERR13927197.48	1590	15.6937
ERR13927197.49	1571	14.7518
ERR13927197.50	1568	15.4662
ERR13927197.51	207	15.0097
ERR13927197.52	1587	14.3629
ERR13927197.53	1550	13.9168
ERR13927197.54	1547	15.8862
ERR13927197.55	766	16.6070
ERR13927197.56	881	14.4347
ERR13927197.57	1545	14.8272
ERR13927197.58	1587	15.2124
ERR13927197.59	1550	13.6458
ERR13927197.60	1560	14.8545
ERR13927197.61	1534	15.2308
ERR13927197.62	1546	15.1986
ERR13927197.63	1602	15.7391
ERR13927197.64	1537	14.2570
ERR13927197.65	1545	13.9845
ERR13927197.66	1553	14.3896
ERR13927197.67	1582	14.5006
ERR13927197.68	1608	15.9123
ERR13927197.69	1817	17.5338
ERR13927197.70	1571	15.9535
ERR13927197.71	1547	14.6813
ERR13927197.72	1521	15.8659
ERR13927197.73	1573	16.0464
ERR13927197.74	1559	14.4933
ERR13927197.75	1575	14.8660
ERR13927197.76	1519	15.9256
ERR13927197.77	1534	15.0274
ERR13927197.78	1561	15.3504
ERR13927197.79	1541	14.3744
ERR13927197.80	1596	17.1491
ERR13927197.81	1761	15.3595
ERR13927197.82	1577	15.2194
ERR13927197.83	1568	14.3482
ERR13927197.84	1613	15.1017
ERR13927197.85	1561	15.1377
ERR13927197.86	1465	16.4130
ERR13927197.87	1557	14.5324
ERR13927197.88	1502	16.8562
ERR13927197.89	1543	15.3889
ERR13927197.90	1555	15.2405
ERR13927197.91	1566	14.9451
ERR13927197.92	1578	16.2427
ERR13927197.93	1574	14.3952
ERR13927197.94	1558	15.9191
ERR13927197.95	1533	16.8584
ERR13927197.96	1620	14.3475
ERR13927197.97	1594	15.0640
ERR13927197.98	896	15.2176
ERR13927197.99	1543	14.4925
ERR13927197.100	1643	14.3183
ERR13927197.101	1585	14.7155
ERR13927197.102	1598	14.7171
ERR13927197.103	1587	14.6862
ERR13927197.104	1688	16.6250
ERR13927197.105	1600	14.3744
ERR13927197.106	290	13.8621
ERR13927197.107	953	15.7880
ERR13927197.108	262	13.0763
ERR13927197.109	1594	15.2321
ERR13927197.110	1625	14.4425
ERR13927197.111	1539	15.8304
