read_id	length	mean_Q
ERR13927357.1	195	14.2205
ERR13927357.2	230	19.7913
ERR13927357.3	1507	14.3610
ERR13927357.4	199	12.8693
ERR13927357.5	184	10.2120
ERR13927357.6	322	13.4938
ERR13927357.7	186	15.4462
ERR13927357.8	898	19.2517
ERR13927357.9	1527	15.8559
ERR13927357.10	238	14.5000
ERR13927357.11	207	18.4493
ERR13927357.12	164	10.5793
ERR13927357.13	1157	15.5393
ERR13927357.14	1679	16.0310
ERR13927357.15	2257	16.5370
ERR13927357.16	949	16.3772
ERR13927357.17	1937	20.4084
ERR13927357.18	1504	14.0944
ERR13927357.19	288	11.6806
ERR13927357.20	176	10.3239
ERR13927357.21	291	14.1031
ERR13927357.22	1543	14.3927
ERR13927357.23	1550	15.7948
ERR13927357.24	1725	17.5814
ERR13927357.25	1663	15.5616
ERR13927357.26	1522	15.2175
ERR13927357.27	1545	15.6783
ERR13927357.28	1539	14.8915
ERR13927357.29	1517	14.9927
ERR13927357.30	1566	15.1469
ERR13927357.31	1548	15.3120
ERR13927357.32	1733	16.2868
ERR13927357.33	180	10.4500
ERR13927357.34	1591	16.9497
ERR13927357.35	1424	15.4656
ERR13927357.36	2077	15.9312
ERR13927357.37	1570	17.1115
ERR13927357.38	1567	14.8200
ERR13927357.39	230	16.1652
ERR13927357.40	244	11.3770
ERR13927357.41	1740	17.1144
ERR13927357.42	332	13.4880
ERR13927357.43	1665	15.0679
ERR13927357.44	1620	14.6784
ERR13927357.45	1618	20.7398
ERR13927357.46	1538	15.6717
ERR13927357.47	1575	22.9892
ERR13927357.48	1518	17.9051
ERR13927357.49	612	19.1928
ERR13927357.50	1549	22.6520
ERR13927357.51	1601	20.7683
ERR13927357.52	1646	22.9411
ERR13927357.53	1549	19.0646
ERR13927357.54	1576	19.6472
ERR13927357.55	189	21.1217
ERR13927357.56	1621	22.5972
ERR13927357.57	1623	19.0086
ERR13927357.58	1559	16.5978
ERR13927357.59	578	18.0848
ERR13927357.60	1577	21.4337
ERR13927357.61	1559	20.2181
ERR13927357.62	1588	20.7475
ERR13927357.63	1573	17.4990
ERR13927357.64	1547	23.4331
ERR13927357.65	1638	20.7607
ERR13927357.66	1546	16.4897
ERR13927357.67	1556	16.1279
ERR13927357.68	1562	20.5928
ERR13927357.69	1652	21.8553
ERR13927357.70	1568	17.0702
ERR13927357.71	1693	19.1317
ERR13927357.72	1567	21.9515
ERR13927357.73	1588	24.2028
ERR13927357.74	1562	21.9507
ERR13927357.75	303	19.7591
ERR13927357.76	1613	19.6652
ERR13927357.77	1562	18.4334
ERR13927357.78	1611	18.9696
ERR13927357.79	1607	21.0243
ERR13927357.80	1587	20.1777
ERR13927357.81	1548	18.2151
ERR13927357.82	1581	23.4788
ERR13927357.83	1587	23.4946
ERR13927357.84	1594	22.1343
ERR13927357.85	1580	20.5709
ERR13927357.86	1589	17.7432
ERR13927357.87	1645	20.2936
ERR13927357.88	1558	20.5276
ERR13927357.89	1623	22.1454
ERR13927357.90	1577	21.1864
ERR13927357.91	1564	18.1688
ERR13927357.92	1587	17.9861
ERR13927357.93	1609	22.4083
ERR13927357.94	1618	22.6224
ERR13927357.95	1621	20.8957
ERR13927357.96	1574	21.6398
ERR13927357.97	1584	24.1313
ERR13927357.98	1539	20.8889
ERR13927357.99	1592	22.1401
ERR13927357.100	1116	15.4274
ERR13927357.101	1573	19.3217
ERR13927357.102	1554	18.4183
ERR13927357.103	682	17.8754
ERR13927357.104	1560	20.7205
ERR13927357.105	1575	15.5663
ERR13927357.106	1547	20.6716
ERR13927357.107	268	17.2351
ERR13927357.108	1597	21.7815
ERR13927357.109	1583	22.4245
ERR13927357.110	1675	19.2770
ERR13927357.111	1618	20.6205
ERR13927357.112	1559	19.2251
ERR13927357.113	1573	17.3427
ERR13927357.114	1574	16.9543
ERR13927357.115	1632	21.9130
ERR13927357.116	1577	20.7825
ERR13927357.117	1578	21.9461
ERR13927357.118	1616	21.2054
ERR13927357.119	1619	21.9413
ERR13927357.120	1590	20.6943
ERR13927357.121	1576	18.9822
ERR13927357.122	1570	15.5146
ERR13927357.123	1542	22.6440
ERR13927357.124	1559	22.1398
ERR13927357.125	1599	22.4059
ERR13927357.126	1577	21.2055
ERR13927357.127	1612	19.2543
ERR13927357.128	1585	20.9842
ERR13927357.129	1554	18.0122
ERR13927357.130	1553	19.3413
ERR13927357.131	1566	21.0983
ERR13927357.132	1345	17.6372
ERR13927357.133	1611	22.6052
ERR13927357.134	1624	20.7783
ERR13927357.135	1585	20.5054
ERR13927357.136	1573	18.6224
ERR13927357.137	1534	17.8638
ERR13927357.138	1624	17.1700
ERR13927357.139	1583	19.5370
ERR13927357.140	1630	21.1840
ERR13927357.141	1594	18.2535
ERR13927357.142	1619	16.5361
ERR13927357.143	1276	19.6528
ERR13927357.144	1564	21.9450
ERR13927357.145	1554	18.4511
ERR13927357.146	1567	19.0172
ERR13927357.147	1581	21.2081
ERR13927357.148	1588	18.8879
ERR13927357.149	1618	22.2454
ERR13927357.150	1573	20.3458
ERR13927357.151	1562	20.3560
ERR13927357.152	1533	22.7449
ERR13927357.153	1645	21.3884
ERR13927357.154	1590	21.1119
ERR13927357.155	1566	19.4566
ERR13927357.156	1551	22.5003
ERR13927357.157	1578	21.3359
ERR13927357.158	1431	23.3767
ERR13927357.159	1538	18.1216
ERR13927357.160	1561	20.1493
ERR13927357.161	1574	19.8151
ERR13927357.162	1567	19.1959
ERR13927357.163	1569	20.0790
ERR13927357.164	1594	21.4843
ERR13927357.165	1615	19.0786
ERR13927357.166	1618	19.3245
ERR13927357.167	1589	21.4777
ERR13927357.168	1614	15.9374
ERR13927357.169	1564	16.1189
ERR13927357.170	1584	22.0335
ERR13927357.171	1561	20.6105
ERR13927357.172	1595	19.0665
ERR13927357.173	1601	20.2292
ERR13927357.174	1534	19.1825
ERR13927357.175	1619	19.3366
ERR13927357.176	1599	19.4540
ERR13927357.177	1569	18.9802
ERR13927357.178	1568	20.4936
ERR13927357.179	1623	19.2508
ERR13927357.180	1642	19.8228
ERR13927357.181	1569	24.4761
ERR13927357.182	1578	20.5868
ERR13927357.183	1557	21.4470
ERR13927357.184	1574	22.7821
ERR13927357.185	1588	23.1196
ERR13927357.186	1555	24.0090
ERR13927357.187	1610	19.9354
ERR13927357.188	1610	19.9671
ERR13927357.189	1628	21.8950
